"mz","rt","t.score","p.value"
229.98735,173.34,-3.0753,0.007
230.0112,155.64,-1.7093,0.0931
230.02379,773.1,0.115,0.9093
230.0238,211.62,5.2223,1e-04
230.04752,379.74,-0.2413,0.8121
230.10649,413.76,-1.3734,0.1748
230.15344,564.54,2.0562,0.0502
230.17522,308.64,-1.4435,0.1601
230.17525,401.34,-0.6393,0.5251
230.248,452.46,0.0831,0.9343
230.24802,456.3,0.9741,0.3392
230.79399,760.02,1.542,0.1378
230.79514,755.46,1.0428,0.3079
230.81021,40.98,-0.6242,0.537
230.89001,760.44,2.7169,0.0117
230.89005,610.62,0.0112,0.9912
230.89005,525.72,-1.5692,0.1297
230.89009,640.74,-1.2969,0.2038
230.89009,697.44,0.8281,0.4149
230.89011,672.72,1.8913,0.0699
230.89012,633.96,-0.3482,0.7307
230.93858,41.76,3.1725,0.0053
230.99507,766.32,0.9492,0.3497
230.99507,768.96,1.4035,0.1705
230.99516,763.2,0.8401,0.4085
230.99519,237.48,-1.9004,0.0635
230.99521,250.74,-1.4307,0.1588
230.99783,314.1,-3.2017,0.0024
231.07152,33.9,2.0553,0.0533
231.09061,469.86,-0.0157,0.9877
231.09346,384.36,-4.1762,1e-04
231.09929,425.82,2.2754,0.0379
231.11298,441.84,-1.2488,0.2205
231.11302,199.2,1.1835,0.2511
231.13811,463.44,-0.8028,0.4326
231.14156,402.18,2.0742,0.0536
231.14162,405.42,1.3549,0.192
231.1449,43.2,-4.8898,0
231.14934,385.5,1.4258,0.1744
231.17047,192,-0.2995,0.7679
231.1705,220.32,-0.4245,0.6764
231.17448,511.38,-0.662,0.5125
231.21066,593.94,0.9039,0.3755
231.21082,610.98,-1.111,0.2763
231.21083,535.5,0.3749,0.7119
231.21088,507.54,-2.764,0.0074
231.21098,577.26,-3.3905,0.0014
231.46005,800.82,-0.4368,0.6669
231.63412,505.08,0.453,0.653
231.97003,776.52,-1.8001,0.0867
231.9726,49.44,1.3848,0.1813
231.98694,64.5,-0.0375,0.9704
232.00304,257.46,0.0233,0.9816
232.00323,186.3,1.7306,0.0997
232.00336,205.8,4.9135,1e-04
232.04797,379.8,0.4669,0.6467
232.05721,171.06,3.0821,0.0072
232.05826,259.2,0.4968,0.6255
232.09702,180.9,2.9652,0.0095
232.11061,196.98,-3.1672,0.0048
232.11848,286.08,1.907,0.0758
232.1367,429.48,-3.1267,0.0049
232.1544,171,3.0567,0.0076
232.16789,540.36,-0.6219,0.5385
232.1909,419.22,2.2571,0.0314
232.19092,299.52,3.086,0.0075
232.24835,171.06,2.9965,0.0087
232.62581,529.74,-5.635,0
232.62625,549.78,-3.4112,0.0012
232.6559,582.6,-0.1104,0.9131
232.80054,39.9,-0.6316,0.5316
232.88309,763.26,3.7205,5e-04
232.8831,765.6,3.7047,5e-04
232.89671,39.9,-0.1506,0.8812
232.92828,639,-2.1472,0.0426
232.92828,610.44,-0.5379,0.5939
232.92828,672.54,2.1136,0.0477
232.9283,754.32,0.6499,0.5206
232.92834,624.96,-1.4104,0.1662
232.97713,208.92,0.2956,0.7712
232.99559,237.48,-1.6489,0.1139
232.99945,34.32,0.7725,0.4454
233.03278,757.38,1.1748,0.2485
233.04221,250.74,-1.3737,0.18
233.06348,43.26,4.0403,9e-04
233.08496,486.66,-0.8897,0.3832
233.09561,235.68,-6.2037,0
233.10619,491.04,1.8375,0.0835
233.10622,462.18,1.6048,0.1293
233.11339,94.2,1.1476,0.2691
233.11737,333.72,2.2317,0.0412
233.11739,378.84,-2.1089,0.045
233.12619,284.7,1.0909,0.2925
233.15373,600.66,-0.2719,0.7884
233.15378,481.8,-1.0264,0.311
233.19009,518.94,2.0609,0.0485
233.19023,537.96,-0.4175,0.6817
233.22632,599.76,0.03,0.9764
233.22639,582.66,-3.2061,0.0028
233.22665,686.88,-0.588,0.5627
233.63176,504.84,-0.0886,0.9298
233.88466,64.68,-0.141,0.8891
233.89145,772.32,2.5293,0.0205
233.91046,216.66,-3.4607,0.0027
233.91367,772.26,-0.7666,0.4499
233.98225,64.62,0.0108,0.9915
233.98233,171.18,0.047,0.963
234.00195,397.8,-0.4323,0.6698
234.00258,205.56,3.1121,0.0064
234.01862,774.12,-0.6268,0.5383
234.01866,156.06,-0.029,0.9772
234.01868,120.42,3.123,0.0066
234.05508,379.8,0.4248,0.6764
234.07962,207.6,-3.9445,2e-04
234.09729,43.32,-1.0524,0.3007
234.09735,184.44,1.029,0.3189
234.13373,242.82,2.345,0.0331
234.13377,118.5,2.0669,0.0554
234.13377,115.2,2.0302,0.0594
234.14662,387.42,-2.8837,0.0065
234.16342,638.46,-2.0722,0.0437
234.44928,791.28,0.369,0.7152
234.57083,474.42,-1.762,0.0918
234.79561,39.78,-0.8093,0.4238
234.88242,763.02,2.7595,0.0114
234.88266,760.86,1.6132,0.1196
234.88596,630.96,-0.5974,0.5565
234.894,39.9,-0.12,0.9052
234.89938,775.86,0.7977,0.4308
234.91821,216.66,-0.8595,0.3986
234.92136,759.48,2.4501,0.0209
234.98143,45.3,-4.2577,2e-04
234.9821,772.8,-0.5056,0.6189
234.99278,232.92,0.4594,0.6511
234.99686,34.32,0.8385,0.4081
235.02634,766.86,2.4992,0.0177
235.02647,250.62,-1.4073,0.1664
235.02652,237.3,-1.7589,0.0884
235.04904,277.98,3.7214,0.0019
235.04906,284.16,1.101,0.2847
235.05722,40.02,-0.0867,0.9317
235.06914,474.42,-0.9275,0.3642
235.09268,44.7,-0.0089,0.993
235.09668,433.02,-1.2004,0.2437
235.10869,200.16,-4.8125,1e-04
235.1087,82.02,1.6931,0.1028
235.13304,444.12,0.0327,0.9742
235.1655,42.84,-3.4271,0.0011
235.16934,603.6,-0.8491,0.404
235.16936,497.82,-2.3404,0.0273
235.16943,584.64,0.5742,0.5731
235.20575,555.78,1.9741,0.065
235.24205,607.62,-0.5005,0.6208
235.24208,614.88,0.3194,0.753
235.24214,547.14,0.3451,0.7333
235.26711,497.76,-2.9884,0.0057
235.45885,779.46,1.3912,0.1801
235.63216,504.06,-1.8624,0.0715
235.92058,40.86,-2.5656,0.0142
235.94653,34.02,3.316,0.0038
235.97273,765.06,0.4058,0.6876
235.97281,762.9,0.1694,0.8665
235.99796,205.5,2.8517,0.0111
235.99797,186.66,0.3766,0.7104
235.99797,119.7,2.4272,0.0253
235.99966,450.6,1.2706,0.2168
236.00067,325.26,0.0935,0.9265
236.02319,232.92,0.4559,0.6537
236.0343,284.16,0.1801,0.8591
236.03432,277.98,3.5909,0.0025
236.05817,447.78,-5.2232,0
236.08826,474.48,-2.3016,0.0317
236.08841,486.54,-1.5842,0.1253
236.09192,292.02,4.604,3e-04
236.12828,210.42,2.1407,0.0459
236.16228,405.48,-1.9912,0.0516
236.16782,363.48,-1.4712,0.1466
236.20898,592.56,0.0622,0.951
236.2093,598.92,2.0176,0.0546
236.22214,488.28,0.0912,0.9281
236.2374,519.36,-9.0144,0
236.45686,777.9,0.6285,0.5366
236.64061,534.9,-0.3203,0.7509
236.87823,763.02,0.7218,0.4768
236.87827,765.36,2.2481,0.0299
236.89212,39.84,-0.3272,0.7457
236.95639,216.66,-3.6839,0.0014
236.98465,317.58,-0.2083,0.8364
236.99043,64.56,-1.7786,0.0839
236.99266,40.38,-2.5178,0.0204
236.99825,47.88,-1.2606,0.215
236.99829,53.46,-1.8596,0.0732
236.99995,152.76,-2.9879,0.0052
237.00713,232.38,3.8521,0.0015
237.00732,516.84,0.6806,0.5027
237.06961,36.36,0.8932,0.3811
237.07593,377.4,-6.8363,0
237.07964,598.14,0.7786,0.4435
237.07983,452.64,-4.7606,0
237.07983,457.5,-6.1923,0
237.08757,200.04,-4.9904,0
237.1098,389.28,1.8409,0.083
237.1122,438.24,0.39,0.6999
237.11227,454.44,1.2899,0.2104
237.11229,469.08,1.5808,0.1321
237.1123,406.38,2.0058,0.0613
237.12352,193.26,2.0012,0.0634
237.14621,491.04,-0.5382,0.5967
237.14864,474.84,0.7739,0.4486
237.14871,528.18,-3.2572,0.0023
237.15361,42.6,-2.5724,0.0124
237.185,603.66,-1.2615,0.2191
237.22136,172.56,-2.3242,0.0318
237.22137,580.56,1.5907,0.1307
237.22142,566.88,1.7473,0.1008
237.22147,526.62,0.1939,0.8485
237.22147,600.18,-0.4821,0.6343
237.22147,637.38,-2.893,0.0065
237.22148,550.32,-4.5821,0
237.6048,652.2,1.143,0.269
237.62297,440.58,-2.6704,0.0119
237.64999,268.32,-3.1374,0.0039
237.66797,275.28,-3.329,0.0015
237.88489,771.96,-1.1,0.2805
237.9176,40.68,-3.1541,0.0025
237.94167,216.66,-3.6691,0.0016
237.97156,768.9,0.8602,0.3963
237.99222,569.7,-0.3901,0.6998
238.00098,325.32,0.2808,0.7823
238.00267,156.78,-3.3442,0.0032
238.05008,307.92,-0.571,0.5738
238.05348,447.72,-2.8195,0.0083
238.08978,362.4,-1.6717,0.1019
238.08981,474.36,-1.9402,0.0657
238.10754,315.42,8.9518,0
238.10754,212.94,2.1105,0.0519
238.10756,428.64,-2.4855,0.0188
238.11185,491.16,1.3674,0.1878
238.14386,498.72,-3.376,0.0014
238.17792,409.38,-0.884,0.3813
238.6259,550.62,-1.6499,0.1068
238.62617,578.28,-6.6855,0
238.66243,244.92,-1.9245,0.066
238.84184,40.44,-1.0031,0.3219
238.86256,45.96,-0.9961,0.3266
238.86264,52.62,0.3958,0.6961
238.87173,633.96,0.3362,0.7406
238.8755,313.2,0.1119,0.9122
238.88425,757.68,2.1306,0.0441
238.96365,264.84,-4.0433,2e-04
238.96677,43.38,1.8562,0.082
238.98598,64.44,-0.2811,0.7808
238.99275,328.26,-0.8139,0.4216
239.00026,293.34,-4.4122,2e-04
239.00615,205.56,3.7006,0.0016
239.07765,205.62,2.0812,0.0549
239.08905,585.48,1.2505,0.2201
239.08911,752.28,1.9131,0.0674
239.08913,598.92,0.3497,0.7289
239.08916,739.98,1.2975,0.2076
239.08916,581.22,-0.7048,0.4871
239.08923,37.74,-1.5074,0.138
239.09158,328.38,-0.7241,0.4742
239.12794,412.44,-2.049,0.045
239.13167,549.84,1.0371,0.3141
239.14827,606.72,-0.1866,0.8535
239.14903,213.54,1.0172,0.3252
239.16431,528.3,-1.2627,0.219
239.16449,487.68,-0.0952,0.9251
239.16544,472.62,0.6634,0.515
239.19397,328.38,-0.8524,0.4004
239.20067,606.66,-0.6475,0.5234
239.21185,447.12,-1.5324,0.138
239.23706,583.86,1.509,0.151
239.23706,563.82,-2.1277,0.0417
239.23708,569.52,-0.5997,0.5542
239.26241,528.3,-1.4518,0.1597
239.57927,559.92,-1.5223,0.1406
239.61583,512.04,-2.6764,0.0094
239.63393,563.82,-3.7289,6e-04
239.66457,480.54,-0.961,0.3409
239.90411,32.88,0.1067,0.9158
239.93755,216.66,-3.4004,0.0032
239.95787,62.58,-4.3474,1e-04
239.96733,768.9,0.3971,0.6947
240.00813,325.2,0.2109,0.8353
240.06824,447.78,-0.7384,0.4634
240.06825,462.12,1.1677,0.2611
240.08678,280.98,-3.7258,5e-04
240.0995,554.1,-4.6998,0
240.09958,583.44,-10.1806,0
240.09967,563.64,-3.3572,0.0022
240.10138,516.9,-0.2548,0.8007
240.10205,159.72,-1.0698,0.2948
240.12314,606.9,-1.1817,0.2444
240.12318,393.54,1.8168,0.0886
240.1378,504.78,0.0485,0.9616
240.13925,197.16,-0.1204,0.9051
240.15602,621.18,0.6644,0.5138
240.18068,187.5,0.9366,0.3637
240.19597,429.24,0.5416,0.5921
240.19603,443.16,1.3768,0.1841
240.23228,499.02,-0.7388,0.4628
240.23253,617.16,-1.2228,0.2341
240.67181,549.72,1.1178,0.2758
240.83905,40.44,-1.0128,0.3174
240.84726,45.96,-2.4521,0.0175
240.88104,757.68,2.1827,0.04
240.88556,772.8,-0.1217,0.9043
240.93875,770.1,0.411,0.6835
240.97948,319.26,-5.8826,0
241.00163,205.62,3.7413,0.0012
241.00211,264.84,-7.8067,0
241.00218,516.78,-1.1867,0.2447
241.03009,44.1,1.4291,0.1732
241.06842,295.26,-3.2519,0.0019
241.07361,469.92,1.1015,0.2868
241.07487,457.5,-4.7047,1e-04
241.07489,452.64,-3.5803,0.0014
241.09328,155.16,2.2616,0.0373
241.10719,462.06,-8.4548,0
241.10719,438.24,0.3222,0.7498
241.11119,511.86,-1.2141,0.2409
241.14116,404.76,-1.6448,0.1124
241.14362,455.7,-0.3175,0.7537
241.15468,46.98,3.9217,0.0013
241.15474,78.3,3.2901,0.0049
241.15477,81.48,3.3237,0.0046
241.15477,284.34,0.7957,0.4385
241.16383,641.7,-1.4381,0.1597
241.17758,488.7,1.5044,0.147
241.17995,587.16,2.4047,0.0252
241.17995,601.02,-2.1109,0.0424
241.17998,594.84,-2.2655,0.0284
241.21634,540.3,-1.1789,0.2499
241.21634,556.08,2.5704,0.0187
241.21635,522.96,0.0765,0.9396
241.21637,485.88,0.7686,0.4535
241.45697,777.42,0.695,0.4929
241.45711,791.4,0.6708,0.5081
241.45747,784.56,0.8743,0.3907
241.56561,474.78,1.4765,0.1605
241.62923,563.88,-0.8657,0.393
241.70534,339.54,-1.8269,0.0733
241.88385,779.28,0.0027,0.9978
241.88399,27.48,0.3634,0.7199
241.98735,333.84,-1.5546,0.1258
241.99973,34.32,0.6693,0.5082
242.01913,49.86,1.3955,0.1746
242.06012,250.68,-0.325,0.7486
242.06012,237.48,-0.6649,0.5138
242.06693,424.2,-0.2009,0.8429
242.07736,155.1,2.0688,0.0547
242.09999,186.18,1.0277,0.3187
242.11861,197.16,-1.0852,0.287
242.12106,428.58,1.0029,0.3318
242.17519,215.22,-2.378,0.0225
242.21156,592.32,-0.718,0.4762
242.21156,433.8,0.6579,0.5175
242.21159,481.2,-2.4365,0.0202
242.21161,458.1,-0.2492,0.8044
242.28439,436.2,2.32,0.0236
242.50977,215.1,-2.6774,0.0102
242.62717,558.72,-1.1954,0.2395
242.64056,503.52,-1.1929,0.2371
242.66614,206.94,0.6476,0.5262
242.83676,38.64,-1.4458,0.1543
242.87999,757.62,1.4527,0.1598
242.92549,38.4,-0.3944,0.6959
243.01018,47.22,-4.1207,2e-04
243.0154,764.16,0.8183,0.4207
243.01541,768.36,0.6559,0.519
243.01779,319.32,-7.3389,0
243.05298,200.16,-2.7571,0.0089
243.08774,342.96,-0.1827,0.8568
243.09048,491.04,1.3009,0.209
243.09605,474.48,-0.9858,0.335
243.12683,514.14,1.7975,0.092
243.13367,248.46,2.7611,0.0143
243.13403,259.98,1.4312,0.1727
243.13405,272.82,1.6652,0.1166
243.1593,446.22,-1.7792,0.0867
243.16873,638.58,-2.4181,0.0188
243.18301,175.98,-1.9565,0.059
243.18303,187.62,0.4062,0.6889
243.1955,593.28,-0.0978,0.9227
243.19553,585.84,1.4579,0.1629
243.19557,433.74,0.2789,0.7822
243.1956,481.2,1.0163,0.3218
243.2068,384.18,-0.1689,0.8668
243.21065,575.64,2.2799,0.035
243.21072,603.3,-1.1722,0.2518
243.21078,486.48,0.6289,0.5374
243.21086,531.6,-0.2667,0.7918
243.21089,686.82,-1.3952,0.1749
243.23192,597.3,0.7555,0.4616
243.28726,187.62,0.0032,0.9975
243.46457,762.48,-0.1687,0.8677
243.46469,775.38,-0.0786,0.938
243.62976,478.68,-1.6465,0.1081
243.88423,775.62,-0.4925,0.6248
243.99693,34.08,0.7222,0.476
244.00299,778.62,-1.6934,0.1035
244.00299,212.76,0.2839,0.7802
244.00299,192.18,-2.9938,0.007
244.00302,780.9,-1.6895,0.1048
244.01385,757.62,1.8808,0.0698
244.01413,169.44,-1.2684,0.2162
244.01422,204.18,-2.4772,0.0189
244.02676,237.66,-2.2609,0.0282
244.02678,250.68,-2.1063,0.0396
244.03935,205.5,3.8698,0.0015
244.06317,426.18,0.2417,0.8117
244.07443,474.42,-1.2693,0.2182
244.07921,44.28,4.5161,4e-04
244.11807,232.26,1.9134,0.0689
244.12936,201.06,0.0117,0.9908
244.13675,449.34,-2.9638,0.0052
244.15443,205.98,2.2655,0.0382
244.19073,351.36,2.345,0.033
244.19081,429.3,0.2341,0.816
244.19852,249.18,2.6341,0.0188
244.22711,287.64,-1.9654,0.0641
244.22722,272.1,-0.2333,0.8173
244.22733,255.24,-0.6663,0.5108
244.22734,519.18,-3.2895,0.0016
244.22743,280.68,-0.2248,0.8241
244.26358,457.98,-1.2874,0.2023
244.26363,465.66,0.6307,0.5346
244.26363,461.7,0.0912,0.928
244.26363,454.92,0.3385,0.7371
244.26366,469.56,-0.974,0.339
244.62639,544.56,-4.7951,0
244.63782,511.5,0.1489,0.883
244.63802,504.3,-1.5033,0.1419
244.86702,766.08,1.8235,0.0801
244.8671,763.68,1.7351,0.0952
244.8708,51.24,-4.6049,0
244.87091,39.96,0.3556,0.7259
244.90044,216.78,-5.3332,0
244.92369,38.4,-0.5406,0.5926
244.97435,418.62,-0.9262,0.3585
244.97925,268.14,0.4988,0.6233
244.99831,119.58,2.5066,0.0203
245.01074,768.6,0.9216,0.3655
245.01077,765.6,0.5512,0.5863
245.01079,610.5,0.1913,0.85
245.0108,697.26,0.8454,0.4043
245.0108,565.5,0.4095,0.6863
245.01083,672.78,1.028,0.3125
245.04893,37.74,0.068,0.9466
245.05171,392.1,-3.2875,0.0041
245.06363,42.84,2.2275,0.0415
245.06975,378.36,-0.7381,0.4695
245.07852,418.62,-0.8972,0.3736
245.09352,474.48,-2.6891,0.0126
245.11734,407.58,-2.237,0.0358
245.12854,309.84,3.1706,0.0061
245.14967,284.46,2.2831,0.0374
245.1497,151.8,1.7695,0.0914
245.17488,444.54,0.7051,0.4905
245.18607,252.72,-2.0461,0.0552
245.18607,264.36,-4.4899,1e-04
245.22636,781.14,2.052,0.0524
245.22639,606.72,-0.6037,0.5519
245.22646,568.86,4.8049,1e-04
245.22649,540.24,2.9614,0.0093
245.2265,586.56,2.417,0.0263
245.22653,574.74,2.1899,0.0443
245.22668,170.82,-1.4712,0.1564
245.45712,819.54,0.3428,0.735
245.61575,552.06,-0.274,0.7868
245.61584,546.3,-0.9148,0.3665
245.63153,515.28,1.4749,0.1609
245.64586,534.96,-0.3831,0.7036
245.70332,249.06,2.6466,0.0183
245.93694,180.96,-5.4297,0
245.93698,774.48,3.4198,0.0028
245.93698,191.22,-4.7958,1e-04
245.94934,40.2,-1.238,0.2245
245.98224,66.72,1.2327,0.2366
245.9828,118.2,3.4643,0.0025
246.00771,516.84,0.4307,0.6706
246.03896,250.8,-1.4499,0.1651
246.04384,350.82,-2.5887,0.0119
246.06474,426.54,-2.6929,0.0109
246.09048,44.46,0.5586,0.5808
246.09467,41.82,0.3612,0.7208
246.14493,173.7,0.8982,0.3806
246.15236,462.9,-2.449,0.0237
246.17003,259.02,4.876,2e-04
246.17009,220.56,3.1064,0.0071
246.1701,216.3,4.5779,3e-04
246.20647,143.7,1.3108,0.2033
246.20651,149.16,1.2304,0.231
246.24287,400.8,1.0313,0.3103
246.24289,403.74,0.7951,0.4339
246.27185,216.12,4.5165,4e-04
246.2766,220.14,3.0197,0.0084
246.47806,210.78,-2.7323,0.008
246.57445,474.3,-1.5419,0.1338
246.61229,578.22,-6.9881,0
246.62355,564.84,2.7325,0.0139
246.62355,571.02,5.5978,0
246.70451,354.48,-0.5419,0.5932
246.86232,764.28,1.9986,0.056
246.89626,216.72,-5.1211,0
246.94389,35.4,-0.3147,0.7552
246.94391,625.38,-0.344,0.7334
246.94394,639.3,-0.9676,0.3443
246.97752,77.22,-1.0043,0.3229
247.01103,767.58,1.3327,0.1908
247.01132,758.1,1.0122,0.318
247.01659,54,-0.358,0.7234
247.04895,754.74,0.9869,0.3328
247.04897,592.44,1.1438,0.2614
247.049,672.24,1.3035,0.2062
247.049,696.84,1.1087,0.2796
247.049,565.38,1.5365,0.1335
247.04907,685.56,1.1051,0.2819
247.08537,462.18,1.5727,0.1366
247.10762,296.28,1.9981,0.0642
247.10783,300.96,1.3866,0.1858
247.10802,240.06,2.3391,0.0335
247.11143,42.84,-2.3133,0.0267
247.12175,514.38,1.6274,0.1243
247.12193,490.98,1.1004,0.2848
247.12892,165.06,0.5106,0.613
247.12898,188.52,1.4312,0.1726
247.13054,475.8,-0.0367,0.971
247.13057,439.14,-1.2046,0.2408
247.133,407.46,-1.952,0.0632
247.1442,206.28,-2.8309,0.0063
247.20186,44.34,-5.2349,0
247.22682,535.98,-3.0256,0.0048
247.24194,582.6,2.1826,0.0415
247.24207,686.76,-0.5017,0.6198
247.2421,599.16,2.0838,0.0527
247.2421,621,0.7753,0.4484
247.24213,586.68,2.5585,0.0211
247.24219,550.74,-1.8829,0.0716
247.25227,206.34,-3.0487,0.0035
247.59645,474.48,-1.6085,0.1246
247.63144,578.16,-3.2047,0.0037
247.64737,539.04,-3.1288,0.0031
247.90369,756.78,2.8135,0.0094
247.929,758.94,2.3633,0.0258
247.94637,49.56,0.2737,0.7852
247.9467,40.14,-2.2733,0.0283
247.97569,216.42,-5.0451,0
247.99786,116.58,1.1982,0.2455
247.99786,120.48,1.1593,0.2607
247.99786,91.32,1.0363,0.3121
248.03426,250.74,-1.1584,0.2622
248.03432,237.6,-1.5387,0.1414
248.03432,773.76,-0.9067,0.3739
248.07071,426.3,0.6881,0.5011
248.07079,462.12,1.5089,0.1521
248.09209,240.12,2.3831,0.0307
248.0952,188.46,2.3529,0.0324
248.13161,333.9,-2.2145,0.0302
248.16798,401.88,2.3324,0.0322
248.22212,246.84,0.1641,0.8709
248.25854,548.4,0.1645,0.8705
248.3286,246.72,-2.3611,0.0266
248.63905,563.58,-4.2711,1e-04
248.87059,39.84,-1.0672,0.2914
248.90056,496.74,-2.815,0.0099
248.90059,760.56,2.0739,0.0458
248.90059,625.62,-0.0601,0.9526
248.90059,610.56,-0.2147,0.8319
248.9006,697.38,0.5364,0.5963
248.90065,640.86,-1.5266,0.1359
248.90067,672.66,1.8749,0.071
248.9044,47.16,1.9093,0.0724
248.97606,45.42,-7.9017,0
248.9762,61.68,-3.8794,4e-04
248.99919,42.06,-0.356,0.7245
249.00572,250.68,-1.7066,0.0939
249.00575,237.84,-1.7247,0.0925
249.00624,767.82,0.8411,0.4089
249.05408,132.54,0.606,0.5514
249.05734,486.66,-2.2132,0.0312
249.07314,355.2,-0.6519,0.5227
249.07343,427.44,-8.4559,0
249.07855,462.18,1.1955,0.2504
249.08705,222.9,-2.4051,0.0192
249.1076,43.08,1.8888,0.0766
249.1098,407.34,0.5333,0.6
249.1098,401.28,2.9011,0.0104
249.1122,378.6,1.3294,0.2031
249.15572,43.68,1.8954,0.0739
249.16977,490.14,-2.3266,0.0245
249.18498,597.24,-0.9354,0.3597
249.18498,533.76,-2.2108,0.0359
249.18498,603.54,-0.9493,0.3521
249.18501,502.62,-1.2013,0.2365
249.18501,557.22,-1.1972,0.2413
249.19624,279,-3.3325,0.0014
249.22137,535.74,0.2724,0.7883
249.22139,579.54,-2.6328,0.0122
249.88557,772.26,-0.365,0.7181
249.92584,33.96,3.8056,0.0012
249.93642,41.7,-4.8664,0
249.95026,216.72,-3.323,0.003
249.97722,181.8,-0.429,0.6724
250.00435,283.98,-0.4172,0.6814
250.00569,307.02,-3.5025,9e-04
250.01352,205.56,3.1065,0.0063
250.01355,257.58,-0.2578,0.7989
250.03149,163.26,-0.7242,0.4782
250.0499,284.16,0.0181,0.9858
250.04993,277.98,3.1441,0.0064
250.05615,516.84,0.502,0.6204
250.09355,165.72,1.1583,0.2586
250.11087,307.2,-3.6047,7e-04
250.12019,378.84,-1.3793,0.1821
250.14386,207.12,-5.6482,0
250.17662,638.4,-1.7171,0.0916
250.17783,433.5,-1.7906,0.086
250.19092,202.02,-1.4331,0.164
250.19644,195.12,-2.8894,0.0052
250.21419,553.62,2.4387,0.0205
250.21684,307.2,-3.4262,0.0012
250.28317,433.56,-2.4347,0.022
250.47214,773.58,1.2186,0.2338
250.47287,762.48,-0.626,0.5355
250.61194,536.04,1.0507,0.3098
250.61476,557.1,-0.6662,0.5112
250.63463,560.34,0.5269,0.604
250.86797,39.9,-1.1667,0.249
250.89363,765.84,2.9406,0.0056
250.89368,763.8,2.934,0.0057
250.8951,450.12,1.3602,0.1875
250.90149,47.22,1.9519,0.0671
250.92015,52.74,0.648,0.5235
250.93054,773.88,1.1897,0.2424
250.97284,45.36,-8.7312,0
250.99236,757.5,1.6954,0.1006
250.99634,42.06,-0.3916,0.6982
251.00021,450.12,1.3323,0.1965
251.00603,119.58,1.5045,0.1464
251.00607,237.54,-1.3096,0.2055
251.0061,250.74,-0.9309,0.3625
251.02277,292.26,4.3181,5e-04
251.04688,552.48,2.0099,0.06
251.04865,240.84,1.5318,0.1451
251.05916,457.62,-5.6007,0
251.05916,442.02,-5.3569,0
251.0956,486.66,-0.8021,0.4314
251.10274,264.66,2.5885,0.0206
251.12547,340.98,-0.5598,0.5794
251.12793,488.94,-2.0671,0.0484
251.12805,378.9,-1.7618,0.0894
251.16014,34.26,2.5588,0.02
251.16426,481.86,-0.0893,0.9293
251.18541,334.02,0.1926,0.8485
251.20059,604.44,-3.2328,0.0025
251.20059,598.56,-1.6014,0.1221
251.20065,620.1,-5.1402,0
251.23312,488.64,-1.7477,0.0933
251.23709,541.5,1.1679,0.252
251.23718,548.82,0.0842,0.9338
251.30875,604.32,-3.3069,0.0016
251.63403,581.7,-2.7155,0.0129
251.64565,504.12,-2.2788,0.0296
251.64566,511.74,0.2025,0.8415
251.64966,603.72,-0.8603,0.3954
251.88156,773.46,-0.7863,0.4352
251.92088,216.66,-4.0816,6e-04
251.93382,41.7,-6.3359,0
251.95099,768.96,-0.0786,0.9379
251.99277,64.5,-0.7352,0.4685
252.008,290.88,2.5307,0.0205
252.06558,379.8,1.1581,0.2635
252.07275,189.84,1.8268,0.0875
252.10132,474.48,-1.0122,0.3228
252.10783,43.38,-0.9975,0.3264
252.12311,354.72,5.8013,0
252.12318,457.08,0.8287,0.4201
252.15707,401.28,0.1146,0.9092
252.15953,526.2,-2.5713,0.0184
252.15955,497.1,-3.4967,0.001
252.16644,564.48,2.0216,0.0535
252.19588,531.6,-2.5491,0.0139
252.62277,440.58,-3.121,0.004
252.63536,478.68,-1.2906,0.2047
252.64188,595.14,-6.5984,0
252.67784,229.02,-3.0218,0.0038
252.87627,36.18,-3.8013,3e-04
252.88695,39.96,2.7596,0.0112
252.88876,764.76,0.7686,0.4448
252.89082,450.12,1.3464,0.192
252.89343,760.5,0.9671,0.3405
252.91722,52.74,0.6639,0.5136
252.92871,216.6,-0.9295,0.3621
252.97949,232.32,1.9398,0.0713
252.99228,335.76,-1.9226,0.0625
252.99724,450.12,1.3213,0.2
253.0015,250.68,-1.3163,0.2033
253.00159,237.78,-1.6223,0.1209
253.00204,319.32,-7.6053,0
253.07481,467.04,-3.3391,0.0027
253.10484,37.86,-1.5575,0.1278
253.10718,433.02,-1.5844,0.1266
253.10884,365.16,-1.4018,0.1665
253.10901,358.2,-0.6687,0.5059
253.11128,518.28,-1.4797,0.1528
253.11836,190.2,1.1738,0.2582
253.12737,42.18,-0.1759,0.8616
253.12827,212.28,1.315,0.2083
253.14349,496.98,-3.1717,0.0025
253.16466,245.4,0.3663,0.7176
253.17995,537.84,-3.765,5e-04
253.19101,407.16,-0.518,0.6109
253.19516,403.56,1.7365,0.1027
253.19518,446.7,-0.5659,0.5767
253.19521,357.48,1.7666,0.0955
253.21384,548.4,0.9399,0.3558
253.21629,534.96,0.7277,0.4764
253.21631,513.96,0.4197,0.6777
253.21635,564.9,3.5913,0.001
253.25264,606.54,-1.0778,0.2873
253.52022,544.56,-6.2468,0
253.5943,560.16,-0.6765,0.5056
253.60187,553.44,-0.5949,0.5586
253.63112,579.66,0.3423,0.7359
253.63139,544.62,-5.4284,0
253.63144,537.9,-5.451,0
253.64305,504.18,-1.7806,0.0888
