"mz","rt","t.score","p.value"
369.03082,347.2,-1.6965,0.108
369.15857,642.5,3.8126,0.0034
369.17448,673.6,3.5628,0.0041
369.17456,592.96,2.1398,0.0515
369.10661,626.85,-2.8047,0.0118
369.17401,656.64,3.5197,0.0047
369.13013,367.17,-2.2148,0.0407
369.17484,704.77,1.8554,0.0828
369.19238,1062.93,1.8056,0.1044
369.24648,1306.07,2.1503,0.0456
369.24237,1338.27,0.0856,0.9326
369.33605,1355.69,2.3899,0.0327
369.58368,325.72,10,0
369.85264,77.13,-2.2989,0.0391
369.97299,343.53,-2.0358,0.0577
370.17774,673.87,3.4721,0.006
370.17781,594.25,2.1249,0.0514
370.16063,643.75,3.4927,0.0054
370.13235,368.9,10,0
370.17763,656.82,3.3982,0.0062
370.82678,1646.15,-0.6373,0.531
370.82107,1622.94,-0.3679,0.7169
370.82591,1676.3,0.0361,0.9715
370.74498,81.18,-3.3145,0.0027
370.82603,1663.12,1.6664,0.1182
370.78314,71.91,-2.3417,0.0276
370.91705,570.28,-2.3609,0.0304
370.91132,346.74,5e-04,0.9996
371.00602,370.81,-0.6629,0.5155
370.89997,1649.17,-7.5924,0
371.22144,1225.79,-2.7582,0.0107
371.13427,593.95,-0.9347,0.3587
371.17524,673.98,3.6805,0.0038
371.14904,1320.16,3.5746,0.0056
371.17526,658.83,3.4483,0.0058
371.84952,77.77,-3.9375,0.0013
372.114,571.52,-1.9694,0.0654
372.03199,340.43,-1.0394,0.3132
372.11369,614.28,10,0
372.22458,1225.35,-3.1848,0.0038
372.27725,1306.16,-0.6342,0.5315
372.75069,1621.87,1.5181,0.1627
372.82116,1644.31,7.6982,0
372.82061,1668.77,14.311,0
372.78102,74.89,-3.1281,0.0046
372.9242,90.46,0.1988,0.8467
373.20293,717.68,-2.5352,0.0213
373.26136,1223.16,-3.664,0.0019
373.23784,1301.37,-4.0513,4e-04
373.11723,572.78,-2.4266,0.0266
374.07096,1305.75,-0.1906,0.8504
373.98063,340.49,-1.5707,0.1335
374.11154,573.01,-2.7544,0.0135
374.2457,928.96,-4.0924,7e-04
374.26424,1222.98,-3.3127,0.004
374.24044,1300.13,-2.5926,0.0161
374.79556,77.08,-0.6566,0.5197
374.68196,1620.79,2.7161,0.0138
374.90723,93.47,0.4145,0.6841
374.90686,105.77,-0.7602,0.4591
375.06758,1306.27,2.0012,0.0575
375.11412,571.09,-2.6468,0.017
375.18329,588.16,-3.0224,0.0077
375.27643,1305.72,1.79,0.0894
375.24897,928.94,-3.684,0.0016
375.27622,1330.79,1.6755,0.1063
375.27557,1256.02,2.1457,0.0583
375.25262,1371.31,-2.8221,0.0095
375.2753,1360.5,2.8259,0.0117
375.27659,1285.36,0.3626,0.7213
376.09823,591.97,-1.9796,0.0642
375.97775,341.02,-2.4606,0.021
376.11511,572.59,-3.2618,0.0046
376.27993,1305.33,0.9206,0.3669
376.28011,1285.16,1.3735,0.1894
376.25218,928.95,-2.6854,0.0139
376.27998,1331.57,0.9512,0.3503
376.67986,72.2,2.5281,0.0211
376.7721,1637.3,0.2326,0.818
376.84469,1649.15,-3.1647,0.0042
376.67922,1620.97,3.4422,0.004
376.77153,1678.31,2.4746,0.0327
376.77191,1669.11,-0.6512,0.5215
376.7691,6.75,0.9569,0.3546
376.77155,47.83,0.5525,0.5921
376.76927,21.73,0.6349,0.5358
376.77149,35.28,0.9352,0.3689
376.80375,82.8,-0.3905,0.7034
376.77435,65.71,-0.3289,0.745
376.91673,345.69,-1.4319,0.1644
377.01408,371.43,-1.2874,0.2127
377.13806,626.11,-1.8325,0.0885
377.14171,934.7,0.4715,0.6427
377.08586,90.96,-1.3854,0.1892
377.13601,330.15,-1.1865,0.2517
377.27837,1305.25,2.8684,0.0097
377.27374,1360.75,2.3607,0.0394
377.27408,1337.35,0.8451,0.4139
377.27566,1285.08,4.3263,0.0015
377.27351,1223.57,1.3865,0.1921
377.27391,1261.02,3.6517,0.0031
377.27365,1064.36,1.8475,0.0881
377.27396,1244.49,4.2581,0.0013
377.27345,1234.66,6.6816,0
377.16639,1163.45,0.8595,0.4093
377.27351,1197.67,2.7296,0.0231
377.27338,1095.2,6.9402,0
377.83878,76.2,-2.1935,0.0381
377.99283,102.54,-1.6779,0.1056
378.14189,626.85,-2.418,0.0264
378.10219,642.95,4.0021,0.0015
378.27834,1304.62,2.8412,0.0151
378.27587,1357.81,2.8782,0.0179
378.27666,1338.24,6.667,0
378.27617,1245.08,9.9452,0
378.27681,1281.85,4.2503,0.002
378.71279,72.48,-2.1278,0.0531
378.81697,83.07,-2.1906,0.0414
378.85908,1647.08,0.4167,0.6831
378.85857,60.99,-2.2367,0.0354
378.89347,86.43,-1.564,0.1334
379.13885,627.54,-1.097,0.2908
379.19541,499.89,-0.5842,0.5641
379.26416,1353.52,-0.4454,0.6603
379.22686,1617.75,4.0014,0.003
379.76352,79.25,-2.405,0.0302
379.92853,89.84,-0.1704,0.8666
379.92768,340.23,-2.6864,0.0127
380.12742,680.05,-2.6362,0.0173
380.26685,1353.53,-0.1373,0.892
380.2242,1618.01,3.2077,0.0094
380.81457,83.34,-2.8806,0.0105
380.71496,70.78,-2.2382,0.035
380.85103,1623.04,-9.4524,0
380.85495,1645.51,1.6035,0.1289
380.85515,1672.49,2.0058,0.0578
380.87117,74.35,-1.4415,0.1733
380.89229,89.19,-2.0782,0.0505
381.19806,1372.75,-4.2858,3e-04
381.10526,386.5,-2.028,0.0585
381.26033,1353.53,-1.0651,0.2969
381.2325,1019.33,0.9411,0.3684
381.76057,79.24,-2.8655,0.011
382.06879,697.37,-2.623,0.0178
381.96451,341.13,-1.2706,0.2151
382.14304,571.36,-2.6524,0.0168
382.06598,397.82,-3.1449,0.0059
382.1073,384.21,-2.3114,0.0336
382.14275,613.16,-1.946,0.0684
382.23478,1018.55,1.4715,0.1742
382.72212,80.74,-1.663,0.1185
382.77662,1625.73,-4.7636,2e-04
382.79032,54.11,-15.7285,0
382.79225,1656.27,-5.2926,1e-04
382.81196,83.61,-1.6276,0.1229
382.86725,73.3,-2.9978,0.0071
382.96059,369.32,-1.1795,0.2536
382.78929,598.8,-7.6975,0
383.0717,699.01,-2.591,0.019
383.06893,397.81,-2.8503,0.0111
383.15406,558.06,2.3156,0.0447
383.14617,570.76,-2.3309,0.0323
383.35367,1401.19,4.0984,0.0018
383.75751,79,-1.8381,0.0826
384.06743,697.77,-2.6549,0.0167
384.06386,398.54,10,0
384.0471,202.13,-2.5962,0.0178
384.00882,339.7,-2.233,0.0373
384.14825,570.65,-2.4395,0.026
384.15705,557.99,1.9938,0.0737
384.71869,80.84,-3.3144,0.0054
384.80137,64.68,-1.8114,0.0831
384.80211,1650.35,1.4795,0.1626
384.799,5.2,-1.9028,0.0683
384.80049,1670.37,-3.4307,0.002
384.8897,98.84,-1.0371,0.3138
384.93567,108.77,-1.72,0.1002
384.80772,86.86,-0.0941,0.926
384.86044,1625.05,-4.3417,2e-04
384.86441,73.36,-2.9243,0.0095
385.06898,698.17,-2.4861,0.0236
385.16682,871.26,-3.7021,0.0014
385.16955,505.68,1.9632,0.0753
385.19276,1185.44,-2.3618,0.0267
385.15573,559.1,2.2146,0.0529
385.15357,570.75,-1.8833,0.0747
385.33272,1295.92,2.8768,0.017
385.20361,593.42,-0.7324,0.4717
385.82654,75.06,-1.8167,0.0925
385.97515,96.73,1.5245,0.1614
386.17233,505.99,1.6704,0.1235
386.16946,872.06,-3.3846,0.0029
386.71582,80.74,-2.4708,0.028
386.75693,70.08,-3.9453,5e-04
386.80107,1645.7,2.4504,0.0255
386.80148,1675.13,-0.7096,0.4867
386.80968,86.93,-1.9557,0.0613
386.79873,1623.31,-0.9344,0.3616
386.87381,1649.83,-3.6428,0.0018
387.19556,1226.27,-2.5565,0.0186
387.18279,581.06,-2.3921,0.0285
387.14073,343.3,-3.9653,7e-04
387.10833,592.72,-2.0158,0.0561
387.18541,547.41,-0.5407,0.5937
387.12517,1322.71,3.9753,0.0019
387.82386,75.62,-0.7768,0.4522
388.02167,106.25,-3.0412,0.0063
388.19875,1225.86,-2.1243,0.0447
388.10901,497.83,-2.7278,0.0143
388.18644,581.64,-2.1806,0.0435
388.71275,80.74,-2.9993,0.0096
388.79461,1623.29,-5.1772,3e-04
388.7964,1671.89,4.9106,3e-04
388.79657,1661.79,5.0104,1e-04
388.84732,85.46,-2.843,0.0099
388.79833,1647.37,0.8515,0.409
388.75294,71.27,-3.3377,0.0034
389.12179,1319.1,3.1466,0.0105
389.21127,1298.88,-0.8954,0.3835
389.09201,326.43,-2.0551,0.0556
389.24761,1253.83,-3.0991,0.0058
389.22333,1334.92,-1.0304,0.3169
389.20017,1361.44,1.2792,0.2323
389.8202,76.08,-0.4542,0.658
389.95428,340.48,-2.425,0.0228
390.24123,1026.67,-4.004,5e-04
390.25178,1253.43,-2.9094,0.0092
390.65599,1620.27,5.0327,1e-04
390.75701,80.34,-1.9334,0.0681
390.88147,1623.15,-2.6127,0.0173
390.88141,1643.43,2.6098,0.0246
390.88171,1669.44,4.4528,0.0014
390.88174,1678.98,6.2682,0
390.91876,86.02,-2.553,0.0179
391.06473,327.4,-1.5295,0.1445
391.21282,1323.04,2.4656,0.0302
391.24601,1253.81,-2.8169,0.0116
391.26292,1305.5,-1.6075,0.1201
391.2862,740.34,-0.087,0.9313
391.28583,732.05,2.1556,0.0487
391.26327,1343.17,-2.3265,0.0291
391.286,720.29,2.9215,0.0159
391.28542,652.38,1.4827,0.1673
391.26317,1323.38,-1.6479,0.1116
391.95244,343.15,-2.1012,0.0479
392.1006,545.35,10,0
392.26692,1323.43,-2.6627,0.014
392.15615,1307.8,0.0547,0.9568
392.28916,722.52,2.676,0.024
392.75221,84.13,-1.1218,0.2756
392.76828,72.85,-3.469,0.0019
392.80538,1626.09,-5.1743,1e-04
392.82077,1653.31,-4.8619,1e-04
392.9345,372.35,-1.7371,0.0949
393.22928,913.27,2.259,0.0341
393.27865,1395,-0.8861,0.385
393.27899,1376.26,-0.2471,0.8068
393.2783,1348.51,2.5203,0.0229
393.27832,1416,0.7937,0.4366
393.27733,1619,1.3066,0.2069
393.26572,1323.37,-2.4437,0.0219
394.05473,543.08,-1.4968,0.1528
394.07601,202.49,-2.6105,0.0168
394.23252,913.33,2.2369,0.0352
394.28241,1394.44,-0.6153,0.5441
394.26659,1324.08,-1.3808,0.1791
394.28203,1375.7,-0.4854,0.6315
394.28208,1349.35,2.0265,0.0619
394.28204,1414.34,0.1598,0.8744
394.65222,71.98,1.0712,0.2959
394.83275,1648.77,-0.2581,0.7989
394.82869,8.29,-2.8241,0.0092
394.83164,53.49,-3.3684,0.0074
394.76188,83.58,-1.7167,0.1033
394.91746,99.89,-3.981,5e-04
394.89182,1625.71,-5.395,0
394.93139,369.42,-0.0595,0.9532
395.09661,82.8,-6.4586,0
395.22154,1184.9,-2.0351,0.054
395.16364,675.09,-0.3116,0.759
395.19002,710.56,3.0715,0.01
395.15456,1242.75,0.0288,0.9773
395.24473,906.88,-1.49,0.1483
395.27654,1394.9,-0.2046,0.8396
395.27667,1376.35,0.2878,0.7763
395.27585,1349.35,1.1949,0.2461
395.27658,1414.94,0.9179,0.368
395.27614,1322.73,-1.5659,0.1295
395.24419,1224.93,1.2201,0.2507
395.73728,77.96,-2.3903,0.0349
396.09966,83.19,-5.0087,0
396.19378,710.38,2.3687,0.0373
396.24798,906.78,-1.9215,0.0661
396.27929,1394.3,-0.679,0.5036
396.27888,1349.41,1.8322,0.0906
396.15297,344.75,1.3072,0.2194
396.27915,1375.87,-0.5005,0.6211
396.2251,1184.4,-2.3056,0.0294
396.2787,1415.29,0.6361,0.5306
396.27863,1328.5,-0.9283,0.362
396.35436,1393.52,2.9336,0.0162
396.82667,1623.06,-8.3428,0
396.82884,1646.44,1.4837,0.1625
396.82956,1676.25,2.0933,0.0608
396.82979,1660.73,2.4505,0.0333
396.79746,71.67,-2.4117,0.0269
396.7459,83.89,-2.5656,0.0187
397.07887,387.56,-2.2092,0.0412
397.20447,665.01,2.647,0.0249
397.09436,82.56,-5.6907,0
397.15542,344.7,0.6577,0.522
397.16969,523.83,-2.9836,0.0083
397.2215,724.24,1.4221,0.1881
397.01464,371.45,-0.3648,0.7193
397.19229,711.58,2.2574,0.0474
397.22735,932.26,0.2237,0.8269
397.25038,907.04,-1.9264,0.0651
397.28041,1346.36,2.6134,0.0214
397.25844,1187.56,-1.8046,0.0844
397.28178,1393.52,-0.3937,0.6988
397.73399,78.24,-1.6639,0.1248
398.20818,664.74,2.3894,0.0388
398.06345,676.55,-3.5293,0.0026
398.03307,343.71,-1.716,0.1036
398.13748,498.02,-2.6003,0.0187
398.23125,930.45,0.1567,0.8784
398.69577,79.8,-2.6588,0.0154
398.82355,1623.25,-1.909,0.0695
398.69854,70.78,-4.3139,2e-04
398.82394,1643.58,0.8391,0.4229
398.82404,1675,3.6077,0.0048
398.82391,1661.21,1.2068,0.242
398.87546,85.65,-1.2493,0.2315
399.0666,676.69,10,0
399.11973,626.99,-3.9219,6e-04
399.14124,338.97,-3.0296,0.0073
399.2214,702.03,4.1022,0.0026
399.27628,1253.83,-3.404,0.0031
399.17876,669.69,-0.5545,0.5866
399.27674,1235.46,-3.0186,0.0068
399.25425,1335.48,-1.3805,0.1857
399.11869,938.78,-0.3933,0.6976
399.73146,77.8,-3.3515,0.005
399.98377,340.61,-2.8976,0.0075
400.0212,204.33,-2.7136,0.014
400.06334,675,-3.1004,0.006
400.27995,1253.5,-3.1135,0.0056
400.15514,330.37,-1.0136,0.325
400.6926,79.38,-2.0294,0.059
400.69594,70.03,-5.4959,1e-04
400.77663,554.67,0.1603,0.8758
400.77747,613.29,0.7243,0.4759
400.77728,626.44,0.4372,0.6657
400.77504,533.11,-2.0624,0.0622
400.87224,86.25,-0.4929,0.6319
400.83512,1625,-2.4578,0.0216
400.90815,1643.82,11.2242,0
400.77673,65.26,-1.6599,0.1126
400.7778,590.09,-0.3729,0.7124
400.90967,1674.54,17.0483,0
401.07082,77.71,-2.4487,0.0232
401.16647,1184.97,-1.9102,0.0681
401.29201,1323.14,-1.6492,0.1129
401.29231,1305.11,-1.3466,0.19
401.28193,1253.71,-3.1779,0.005
401.80082,73.41,-0.9016,0.3831
402.0187,203.51,-2.7636,0.0119
402.29572,1322.84,-1.6067,0.121
402.29646,1305.32,-1.542,0.1359
402.68983,78.98,-3.1461,0.0066
402.77245,1623.15,1.358,0.1866
402.77524,1672.71,-0.3889,0.7008
402.85498,86.18,-1.2051,0.2399
402.7759,1652.83,-0.9595,0.3531
402.77609,1639.95,-1.3494,0.1982
402.73115,71.2,-2.4761,0.0203
402.96186,371.03,-0.7052,0.4889
403.04917,330.82,-0.9823,0.3396
403.30788,1394.28,2.755,0.0106
403.30807,1375.62,2.4974,0.0263
403.30757,1362.31,3.3589,0.0077
403.30785,1412.65,2.7731,0.0137
403.30688,1349.96,2.55,0.0302
403.30702,1336.64,1.8742,0.0919
403.30751,1315.66,-2.013,0.0546
403.79701,73.58,-1.435,0.1706
403.94243,341.02,-4.8186,1e-04
404.10359,367.3,-1.988,0.0632
404.31071,1394.32,2.6527,0.0136
404.3111,1375.61,1.1803,0.2515
404.31032,1351.82,2.055,0.0694
404.31067,1315.3,-2.5746,0.0182
404.31199,1337.8,1.9751,0.0767
404.30345,1211.68,-0.9039,0.3776
404.31044,1417.65,2.3549,0.0316
404.68701,79.5,-2.611,0.0231
404.76883,1623,-2.1756,0.0404
404.77125,1667.82,11.5371,0
404.7887,86.76,-0.1733,0.8655
404.86305,1649.03,-1.4027,0.183
404.72853,71.69,-3.2635,0.0036
404.95875,371.14,-0.7756,0.4478
405.19231,674.77,0.105,0.9175
405.17971,1248.94,-1.8679,0.0796
405.19747,1334.49,-3.9299,7e-04
405.31217,1393.98,3.9481,7e-04
405.3124,1350.85,2.7096,0.0237
405.2668,1618.18,2.9533,0.0159
405.14286,366.75,-1.6444,0.1184
405.79443,73.81,-0.7949,0.4404
405.93607,339.35,-2.8395,0.0087
406.19529,675.33,1.9381,0.0641
406.09944,365.22,10,0
406.75587,79.64,-2.4258,0.0298
406.77263,1623.72,-7.5081,0
406.85661,1645.93,2.4928,0.0326
406.85672,1673.62,3.6259,0.0033
406.85627,1660.8,7.2935,0
406.8557,1622.95,-6.8703,0
406.95112,344.57,-0.4295,0.6735
407.06919,839.43,-0.2429,0.81
407.20813,669.69,-0.8602,0.3979
407.04677,371.71,-0.508,0.6172
407.16406,720.03,-2.629,0.0176
407.17886,1247.82,-0.0145,0.9887
407.24447,631.96,-0.19,0.8508
407.98863,80.62,0.6422,0.5283
408.21166,668.98,-0.9044,0.3746
408.74809,72.4,-1.6334,0.1173
408.90376,86.97,-0.9458,0.356
408.78036,1625.42,-0.8796,0.3928
408.8009,1644.36,-1.8569,0.0902
408.90664,371.85,-0.0162,0.9873
408.80046,1652.69,-5.5224,0
408.85096,1667.13,3.5062,0.0017
409.17961,719.07,-2.5186,0.0221
409.21517,669.44,-0.9997,0.3283
409.09378,624.8,-1.9877,0.0594
410.05018,201.85,-2.5106,0.0212
410.22267,928.43,-3.6463,0.0017
410.18364,719.06,-2.3288,0.0325
410.80794,1646.96,0.2198,0.8281
410.71541,1622.57,0.3056,0.7624
410.7338,81.45,-3.4313,0.0021
410.86572,1625.35,-5.6142,0
410.90396,370.79,-0.6478,0.5244
411.19546,1184.79,-2.7083,0.012
411.15983,668.82,-2.226,0.0374
411.18524,581.22,3.3145,0.0076
411.17758,718.61,-2.5066,0.0226
411.12437,1248.38,-1.2326,0.2362
411.22597,928.91,-3.31,0.0036
411.23952,706.88,1.2359,0.2275
411.71085,75.42,-0.5965,0.5615
411.88914,341.49,-1.4687,0.1602
412.09573,681.58,10,0
412.2201,928.75,-4.1038,6e-04
412.19777,1183.78,-2.3194,0.0286
412.181,718.4,-2.391,0.0286
412.18082,670.58,-1.6656,0.1141
412.2867,934.53,-3.4144,0.003
412.73068,82.25,-2.0887,0.0552
412.80477,1646.3,-0.2777,0.785
412.80518,1678.06,2.1813,0.0396
412.80436,1669.84,2.6163,0.0205
412.80422,1659.85,6.3157,0
412.80096,1622.94,-3.0907,0.005
412.8839,97.64,-2.5691,0.0176
412.99067,370.1,-0.2367,0.8165
412.94459,74.52,-1.4746,0.1599
413.20092,601.66,2.9525,0.0146
413.22323,928.73,-3.6259,0.002
413.14028,1346.64,2.3122,0.0404
413.12217,1245.23,-1.2306,0.238
413.36391,1395.11,3.1402,0.0114
413.71047,76.1,-0.7557,0.4618
413.97177,339.77,-1.6353,0.1203
414.20382,602.57,2.7624,0.0205
414.17078,385.34,-1.0127,0.3254
414.80568,85.93,-2.2541,0.0391
414.7975,1622.98,-4.8727,2e-04
414.79957,1643.48,2.972,0.0146
414.67308,71.17,-4.0367,4e-04
414.79921,1669.22,11.4022,0
414.79919,1677.84,12.0064,0
414.79932,1657.35,10.1635,0
414.89694,98.97,-1.2217,0.2367
414.94228,74.37,-0.7805,0.4515
414.96621,347.11,-1.4207,0.1726
415.20883,1248.35,-2.3925,0.0258
415.17433,385.43,-1.0061,0.3285
415.20146,603.85,3.3117,0.008
414.98853,372.98,-0.2805,0.7827
415.21985,440.16,-1.857,0.0807
415.13714,1345.51,3.0593,0.0111
415.32184,1241.05,3.5762,0.0057
415.7965,79.2,0.4885,0.6329
415.93264,102.17,1.1127,0.2946
415.96532,342.31,-1.5246,0.1413
416.17103,385.08,-1.0071,0.328
416.1425,1345.26,1.8127,0.0973
416.21166,1249.31,-0.2374,0.8171
416.66889,71.14,-0.9113,0.3711
416.88296,1623.09,-0.3072,0.7618
416.8028,87.12,-2.6413,0.016
416.88376,1643.83,4.8218,9e-04
416.88297,1678.71,9.5581,0
416.88304,1660.21,13.6966,0
416.88361,1669.63,14.8734,0
417.07389,341.84,-2.2256,0.0365
417.09747,839.66,-0.4773,0.6371
417.1927,713.42,-2.4768,0.0241
417.26789,1617.78,3.299,0.0092
417.89992,75.86,-2.4737,0.024
418.06134,702.06,-2.6493,0.0169
417.96897,97.34,0.3494,0.7323
418.66443,75.68,-0.3647,0.7195
418.75488,1637.52,-0.0843,0.9339
418.82944,1648.64,-3.8275,0.0011
418.75291,1660.01,1.5094,0.1521
418.75319,1674.72,-0.4501,0.6564
418.75259,40.53,1.7344,0.1036
418.80899,1623.63,0.0255,0.98
418.93207,88.55,-1.8963,0.0734
418.93526,371.19,-0.712,0.4852
418.75522,66.12,1.2894,0.2262
418.89688,926.96,-2.1648,0.0421
419.12253,626.77,-2.1735,0.0445
419.0231,330.61,-1.1106,0.2818
419.20855,718.4,-2.5842,0.0193
419.11904,339.6,-2.6427,0.0155
419.78844,871.14,-3.4826,0.0022
419.89725,75.67,-1.4786,0.1637
419.9149,339.94,-5.3159,0
420.21237,719.06,-2.3339,0.0321
420.25139,928.38,-3.449,0.0031
420.66172,76.51,-0.9435,0.3589
420.83825,1646.25,0.8839,0.3868
420.85511,86.73,-2.3205,0.0311
421.06055,613.03,-0.0388,0.9693
421.04485,386.23,-2.3398,0.0318
421.14367,870.85,-2.1267,0.0436
421.1435,829.52,-2.0984,0.0485
421.15351,1248.08,-1.1696,0.26
421.18833,668.86,-0.9577,0.3478
421.22434,658,-2.6431,0.0171
421.21505,718.31,-2.5463,0.0209
421.22777,947.75,-1.7785,0.0923
421.14365,908.72,-2.9605,0.0082
421.30896,1427.54,2.8364,0.0187
421.25535,928.32,-5.0271,1e-04
421.89374,75.8,-1.8263,0.0919
421.91182,340.52,-2.5968,0.0177
422.0641,613,-0.3652,0.7183
422.14701,870.57,-3.5384,0.0023
422.14714,828.92,-2.6706,0.014
422.2573,928.94,-3.7867,0.0014
422.13745,330.57,-1.0742,0.2977
422.19283,669.33,-1.2442,0.2251
422.22779,656.63,-2.4317,0.0264
422.82956,1622.87,-2.0538,0.0516
422.83378,1645.91,2.4394,0.0323
422.83201,1674.68,2.9459,0.0109
422.74677,85.38,-1.9237,0.0704
422.83327,1661.58,4.5613,0.0011
422.78458,1252.8,10,0
422.91232,104.94,-5.1088,0
422.85474,77.03,-0.7172,0.4831
422.92457,346.83,0.0666,0.948
423.01912,370.48,-0.4149,0.6832
422.91733,91.63,-2.6915,0.0158
423.06103,611.46,-0.0444,0.9649
423.04398,388.63,-2.2102,0.0411
423.14142,870.84,-3.0016,0.0071
423.14129,828.53,-2.9395,0.0082
423.16997,1163.96,0.8404,0.4199
423.14051,842.86,-2.3181,0.0293
423.27556,1243.07,-3.9312,0.001
423.25958,928.66,-2.5273,0.0201
423.34779,1343.24,-1.6247,0.1174
423.91171,341.01,-3.4167,0.0022
424.14438,870.94,-2.7526,0.0122
424.28057,1243.3,-2.945,0.0088
424.71078,83.98,-0.9963,0.3351
424.82768,1622.97,-8.9821,0
424.71409,68.13,-5.0481,1e-04
424.80236,1649.5,-0.2051,0.8391
424.82687,1662.47,3.511,0.0019
424.80206,1640.61,0.9086,0.3829
424.80164,1673.79,1.0032,0.3303
424.77466,53.89,-6.8314,0
424.85284,76.96,-2.5433,0.0238
424.92783,103.96,-3.0756,0.006
425.06795,626.14,-1.6164,0.1253
425.14608,871.26,-2.6813,0.0135
425.11702,643.3,3.7733,0.0037
425.17501,494.14,-1.6645,0.1143
425.25899,1030.96,0.123,0.9044
425.20112,578.85,-1.8254,0.0805
425.36502,1620.42,-2.3233,0.0323
425.36527,1381.37,-0.8034,0.4323
425.36423,1371.68,1.7629,0.1084
425.36368,1395.11,-1.3429,0.1949
425.81394,77.9,-1.8245,0.0871
426.05606,398.22,-2.952,0.0089
426.08555,368.03,10,0
426.05598,375.72,10,0
426.08521,493.85,-2.2753,0.0361
426.12154,644.39,3.0586,0.0134
426.36875,1382.73,-0.2179,0.8305
426.36773,1373.08,0.9555,0.3585
426.70852,82.26,-1.3522,0.1928
426.78187,1647.12,-0.5953,0.5576
426.83472,1624.71,-7.6938,0
426.78085,58.07,-5.2165,1e-04
426.73897,556.81,1.1296,0.2878
426.7823,654.07,-0.1708,0.8679
427.05893,398.02,-2.8985,0.01
427.06486,628.3,-2.3834,0.0306
426.85155,77.18,-2.7237,0.0162
427.21597,672.45,2.2091,0.0483
427.18452,342.28,-3.0756,0.0067
427.11467,644.12,3.5328,0.0058
427.09866,1249.57,-0.3422,0.736
427.17071,733.77,-2.4022,0.028
427.26292,721.13,2.6361,0.0261
427.68578,71.5,0.8651,0.3981
427.81153,78.23,-2.8427,0.0149
428.05372,398.21,-2.8901,0.0102
428.09037,703.15,-1.9438,0.0686
428.01372,105.99,-3.2844,0.0036
428.1287,333.91,-1.1035,0.2852
428.30251,1160.55,-1.2072,0.2434
428.70311,81.77,-3.5221,0.002
428.77724,1622.87,-1.4957,0.1481
428.78398,1644.86,-0.5468,0.5907
428.78258,1673.42,0.2726,0.789
428.78256,1660.05,2.3512,0.0288
428.78366,66.04,1.8985,0.0689
428.87982,89.06,-0.2598,0.7978
428.96462,369.83,-0.4656,0.6463
429.05563,398.35,-2.8581,0.0109
429.15184,626.06,-1.2278,0.2359
429.18034,1225.86,-0.7551,0.4575
429.15766,339.71,10,0
429.15769,870.7,-3.3146,0.0034
429.13032,673.87,3.2495,0.0091
429.15415,371.92,-1.1353,0.2675
429.30093,845.56,4.325,7e-04
429.16839,733.62,-2.4156,0.0273
429.68217,72.13,1.1497,0.2668
429.78529,870.77,-2.2298,0.0365
429.80802,78.38,-2.8178,0.0158
429.91829,339.94,-2.243,0.0342
430.72612,80.19,-0.5759,0.5743
430.77366,1623.09,-1.6395,0.1141
430.77978,1641.76,1.0911,0.3007
430.77842,1665.03,4.667,8e-04
430.77779,1678.9,11.3137,0
430.77655,940,1.9345,0.0641
430.77618,950.73,2.6121,0.0234
430.88653,91.44,-2.6203,0.0151
430.91575,73.38,-1.8908,0.0741
431.21896,907.58,-1.67,0.1101
431.17225,871.07,-2.8059,0.0097
431.18238,1248.87,-1.8715,0.074
431.17177,828.84,-2.0086,0.0559
431.17217,964.11,-2.7274,0.0135
431.16886,342.53,-0.8929,0.3842
431.17294,919.46,-1.6326,0.1207
431.31712,723.68,3.7463,0.0042
431.237,871.21,-0.7791,0.4449
431.80513,78.14,-3.2355,0.0066
431.9402,339.44,-2.4113,0.0242
432.0151,602.52,-2.9588,0.0088
432.03247,201.31,-2.4759,0.0236
432.17609,871.1,-2.861,0.0104
432.17582,828.8,-1.658,0.1122
432.17706,907.45,-2.2141,0.0364
432.1861,1250.08,-1.2539,0.2309
432.1697,343.13,-0.9378,0.3614
432.31167,759.6,0.7933,0.437
432.64129,1621.11,1.65,0.1143
432.7407,79.53,-0.2515,0.8065
432.85842,1622.86,-1.7369,0.0951
432.86159,1644.64,3.012,0.0136
432.86045,1671.49,0.9357,0.3582
432.88571,90.92,-0.8201,0.4275
433.018,602.63,10,0
432.95525,343.45,0.027,0.9789
433.1779,871.43,-2.0424,0.0531
433.22204,905.94,-1.9357,0.0649
433.87283,75.47,-1.8216,0.0919
434.01318,602.9,10,0
434.03593,703.57,-1.8928,0.0755
434.18089,871.11,-2.7725,0.011
434.15654,339.12,-1.5738,0.134
434.7383,78.51,0.2401,0.8139
434.7306,1642.82,-1.0141,0.325
434.63809,1620.83,1.9354,0.0714
434.72816,1677.12,-0.4995,0.622
434.72522,8.25,0.5442,0.5981
435.09673,626.26,-1.5269,0.1521
434.86369,89.26,-1.2912,0.214
435.09437,340.86,-2.3649,0.0298
435.1465,642.95,4.1338,0.0021
435.20351,495.17,-2.9101,0.0098
435.35,1357,0.887,0.389
435.72456,79.84,-2.1569,0.0505
435.87111,74.27,-2.0008,0.0639
436.14855,643.97,-0.6202,0.5431
436.19527,344.82,-1.5924,0.1293
436.11448,368.24,-1.9935,0.0625
436.28428,1103.64,1.2417,0.2314
436.20697,493.91,-2.5567,0.0204
