	mzmed	mzmin	mzmax	rtmed	rtmin	rtmax	npeaks	Dataset_0	mean	maxint	pzq_neg_20180203_1_3	pzq_neg_20180203_1_4	pzq_neg_20180203_1_5	isotopes	adduct	pcgroup
916	825.544905046187	825.542092695392	825.547778013314	27.780099868774	27.701017379761	27.813932418823	3	3	1514469.12262607	581861.5	805626.09660252	3287644.71187028	450136.559405426	[164][M+1]+		10
137	379.156972738354	379.155431443345	379.15769283457	23.185749053955	23.185733795166	23.185766220093	3	3	1010437.1801475	310562	1530804.78831098	720507.921330583	779998.830800928			14
857	771.465323906956	771.463902663853	771.466745150059	5.5989832878115	5.542516708374	5.655449867249	2	2	1358725.05999578	291551	1621683.80310177	1507471.60437584	947019.772509726	[157][M]+		26
1317	1105.67969814398	1105.67830643874	1105.68108984921	6.022300004959	5.948933124542	6.095666885376	2	2	2247859.10379955	253266.5	3064583.70258175	2430123.295282	1248870.31353492	[230][M+1]+		27
417	530.314346266302	530.313314806784	530.31537772582	17.98201751709	17.98201751709	17.98201751709	2	2	737677.526056221	341826.25	1302905.21089983	421034.160957092	489093.206311739	[67][M]+		2
1113	994.605662828486	994.602312864729	994.609012792243	5.8190999031065	5.802183151245	5.836016654968	2	2	1675401.18382407	260030	1559288.34407743	1819201.06034584	1647714.14704893			33
377	507.256965680649	507.256102071738	507.257829289559	18.5853331858317	18.5678335774743	18.602832794189	2	2	1148133.9138918	585629	3404808.8920643	17692.8498543444	21899.999756754			3
977	886.557619881443	886.552636600701	886.562603162186	16.1935834706623	16.187250137329	16.1999168039957	2	2	568191.509565969	252089.375	773232.488580841	371155.557463266	560186.482653801	[174][M]+		34
466	554.350561136814	554.347838156145	554.351257654146	19.268899917603	19.2675665842697	19.302717208862	3	3	832634.363421992	327000.5	1441849.5118627	301969.655178115	754083.923225162	[80][M]+		30
970	883.537030378464	883.536794695229	883.541639307767	5.982749938965	5.982749938965	5.982766628265	3	3	1295805.89820164	193033.75	1525712.60024022	1007126.20065982	1354578.89370487			38
830	742.544762405167	742.538868240591	742.545257262415	28.788967132568	28.728216171265	28.788999557495	3	3	2131648.35592205	195269.625	1085442.79597796	2727108.8270827	2582393.44470548			37
249	445.332275677691	445.330802628682	445.3337487267	24.7830333709715	24.766134262085	24.799932479858	2	2	1002765.5536961	363950.25	1922194.34444323	713412.337159367	372689.979485693	[38][M]+		29
447	542.33690088133	542.331636877041	542.338074246304	18.015832901001	18.0156834004723	18.015850067139	3	3	1015905.08457755	187267.375	1108015.04767223	923321.46525576	1016378.74080467	[73][M+2]+		2
305	477.279318309848	477.277032682096	477.281394703789	16.954816818237	16.9547996521	16.9606329854333	3	3	596562.155565735	381186.75	1348820.19396042	178532.832257306	262333.440479475	[46][M+1]+		9
834	746.557016543477	746.552148669332	746.559685484785	28.694400787354	28.660566329956	28.69443321228	3	3	1430768.98740204	307451.5	2878715.53111086	856802.90430401	556788.526791235	[153][M+1]+		5
522	570.367799841813	570.366903263262	570.3696684564	20.623416900635	20.6232826588953	20.623434066772	3	3	730526.491516399	216845.125	1051348.77530148	528584.395872584	611646.303375135	[89][M+2]+		1
142	381.168692952471	381.165647263343	381.1717386416	25.0822410583495	24.991949081421	25.172533035278	2	2	691643.295273177	266481.75	1381888.25129727	16811.1801067323	676230.45441553			21
927	840.555184017827	840.550241551722	840.55647533675	16.1999168039957	16.187250137329	16.221067428589	3	3	416442.44488302	167734.875	518944.970585061	298670.986084412	431711.377979587			34
