	mzmed	mzmin	mzmax	rtmed	rtmin	rtmax	npeaks	Dataset_0	mean	maxint	pzq_neg_20180203_1_3	pzq_neg_20180203_1_4	pzq_neg_20180203_1_5	isotopes	adduct	pcgroup
1064	950.486768216047	950.484849431741	950.488687000354	28.944883346558	28.935699462891	28.954067230225	2	2	57228.31917064	12275.9609375	63535.5093501894	43867.2434448433	64282.2047168873	[188][M]+		82
322	481.35284915205	481.351587065844	481.353343851865	17.869100570679	17.869083404541	17.8694339040123	3	3	44896.4732038339	13014.5	58758.573489963	42871.2577099233	33059.5884116154			23
41	256.235009513508	256.233655147955	256.236733157863	18.015832901001	17.98201751709	18.015850067139	3	3	58601.7267237615	10970.9375	64203.8744528859	44392.6223013015	67208.683417097	[1][M+1]+		2
445	541.448546017785	541.440561047783	541.456530987788	17.9989337921145	17.98201751709	18.015850067139	2	2	46382.8747682162	24460.6875	110682.189646713	18048.0886411208	10418.346016815			2
373	504.6274146327	504.625456634337	504.629372631063	0.6491916775705	0.632283329964	0.666100025177	2	2	50609.5014045419	11561.546875	36230.8496387402	58794.4646118324	56803.1899630532			71
1383	1155.68570370223	1155.68537043412	1155.68603697034	18.6022418314612	18.6016508687333	18.602832794189	2	2	42038.1678546141	14159	68146.5337019552	21359.4581872215	36608.5116746657	[242][M]+		3
87	307.261040483185	307.258585384189	307.26358410691	25.413850784302	25.413833618164	25.646583557129	3	3	45650.931220784	16557.15625	71468.5135979515	19764.2075420658	45720.0725223346			133
616	609.227509865217	609.224615624191	609.230404106244	7.089066505432	7.089066505432	7.089066505432	2	2	54147.0509675212	11780.609375	42632.5644329483	54949.7392109566	64858.8492586587	[110][M]2+		42
640	615.460587870146	615.456907009061	615.464268731231	26.8036251068115	26.786699295044	26.820550918579	2	2	104907.665568571	19393.953125	218830.26745252	85528.6618950891	10364.0673581032	[114][M]+		125
183	409.187853507601	409.187139515991	409.189198452001	23.185733795166	23.151933670044	23.185749053955	3	3	74034.4781907716	10607.4375	86008.1532509833	75330.4731162396	60764.8082050919			14
953	873.506948244746	873.50669397366	873.507202515833	5.6385250091555	5.621616840363	5.655433177948	2	2	95296.9414148536	12210.34375	94890.0855285503	81904.6118308197	109096.126885191	[168][M+1]+		26
1182	1039.67640008851	1039.66137348483	1039.68224091907	18.015832901001	18.0156834004723	18.015850067139	3	3	43930.5130603177	12132.5	59741.0585770585	31276.7627754882	40773.7178284065	[204][M+3]+		2
824	736.526041262861	736.522638276553	736.529444249169	28.304907798767	28.287982940674	28.32183265686	2	2	72280.9657104987	15900.1328125	97471.0036471312	74798.6993761696	44573.1941081954			25
1117	996.601067366411	996.599287980333	996.602846752488	6.169049978256	6.095683097839	6.242416858673	2	2	51781.398656435	12880.6796875	73553.3383113595	29948.7626393138	51842.0950186316			20
1312	1104.64925042329	1104.64233057758	1104.656170269	18.0327587127685	18.015850067139	18.049667358398	2	2	60618.2525901698	11566.0234375	59359.7540875594	67217.9253832313	55277.0782997188	[229][M+1]+		2
1137	1011.59012293927	1011.58565299097	1011.59254341183	5.869833469391	5.802183151245	6.043516635895	3	3	202438.938728366	11626.625	292756.892488046	106493.389916323	208066.533780728			67
1318	1105.68758545606	1105.68390328803	1105.68866185038	18.6028175354	18.6016508687333	18.602832794189	3	3	43249.2896387987	14894.828125	77104.2538301678	24387.5702036877	28256.0448825406	[231][M+1]+		3
686	635.380075146023	635.373199898346	635.380217393732	20.183183670044	20.182700836182	20.183200836182	3	3	47930.915383046	22107.421875	114012.372296407	6397.48475075207	23382.8891019784			115
1396	1160.71397013636	1160.71364550316	1160.71429476956	20.606508255005	20.589599609375	20.623416900635	2	2	45140.4517522254	11558.7265625	61380.5130861775	35767.1460960594	38273.6960744394	[245][M+1]+		1
784	698.259521273275	698.250298675548	698.270569830941	6.923983097076	6.89704990387	6.976133346558	3	3	52430.3204567115	12257.8828125	70506.5117731011	45024.5368418254	41759.9127552081	[146][M+2]+		47
209	426.365831166887	426.365211112164	426.368569746267	26.199733734131	26.199733734131	26.199750900269	3	3	46583.0502368644	18154.40625	89054.107849819	37443.132239396	13251.9106213781	[32][M+1]+		58
992	902.484388229483	902.481169605498	902.487606853467	28.6210250854495	28.547649383545	28.694400787354	2	2	165757.736407847	11206.27734375	210991.654379043	118771.32512053	167510.22972397			128
141	381.157826712954	381.155222124312	381.164633315959	23.185749053955	23.185733795166	23.185766220093	3	3	43936.1401270634	14034.7734375	72824.4218541693	28673.2893596921	30310.7091673288			14
1358	1135.74319915954	1135.74303980107	1135.74878102565	20.589599609375	20.5894501088463	20.623416900635	3	3	45937.8676457667	11942.765625	69703.0859339919	30473.3510296657	37637.1659736426	[238][M]+		1
133	374.131730648323	374.129943887259	374.133517409388	24.6801166534425	24.680099487305	24.68013381958	2	2	50556.1435167241	10512.546875	57668.091043117	65125.1875257655	28875.1519812898			91
419	532.294725679059	532.292110540524	532.297961622163	18.015850067139	18.0156834004723	18.049667358398	3	3	70832.7108122587	9510.5537109375	68380.6252953334	72340.0915014143	71777.4156400285	[67][M+2]+		2
908	820.490096825491	820.489701992388	820.490491658593	27.0068330764775	26.933465957642	27.080200195313	2	2	98260.1366436068	9441.578125	76394.4778565074	142799.38221124	75586.549863073	[163][M]+		24
348	495.402248457374	495.396099944451	495.403533472051	26.933465957642	26.933465957642	27.114017486572	3	3	68405.6230039018	15734.2109375	120726.946546398	50503.3143224818	33986.6081428258			24
434	539.247642735911	539.246875395064	539.248410076757	7.907350063324	7.890433311462	7.924266815186	2	2	30248.5464920985	15860.1171875	1373.61717638979	56983.5802744487	32388.442025457			137
867	787.564528852375	787.56160634439	787.567451360361	26.747175216675	26.707633972168	26.786716461182	2	2	114777.91998762	13158.84375	16809.177891441	106560.078237374	220964.503834044			85
463	552.364293797232	552.363956483321	552.364631111144	21.3402500152585	21.323333740234	21.357166290283	2	2	45822.2028220469	16225.25	94281.5145570426	19577.4508269284	23607.6430821696			79
517	569.35249679795	569.345355393705	569.353073320448	18.602832794189	18.6016508687333	18.636632919312	3	3	46107.319265103	10804.8203125	60545.5853248294	33905.5003064522	43870.8721640273	[88][M+3]+		3
12	164.8357653935	164.833158651245	164.835955172013	29.134666442871	29.134634017944	29.168449401855	3	3	85674.4662465004	8955.0859375	80301.1323242273	109021.0914549	67701.1749603739			89
827	738.537127387372	738.53313653778	738.541118236964	27.080216407776	27.046382904053	27.114049911499	2	2	130969.911177347	9667.46875	129220.951675021	205067.371375003	58621.4104820165			6
868	788.457469592629	788.455918633977	788.45902055128	5.482616662979	5.456533432007	5.508699893951	2	2	58301.503273472	12603.6328125	69626.7908970845	41447.1404398261	63830.5784835054			132
1201	1048.6932610544	1048.68780045608	1048.69439483392	18.568983078003	18.5678335774743	18.569000244141	3	3	36873.7316213546	15061.1875	61478.769182633	18559.0510201442	30583.3746612867			50
128	369.179878199647	369.171167598657	369.181003452959	10.825333595276	10.791516304016	10.872167098999	3	3	56070.157818476	18918.640625	12212.7826280797	107322.828620217	48674.8622071315	[20][M]+		87
1116	996.605908868025	996.604862263849	996.606955472202	5.8190999031065	5.802183151245	5.836016654968	2	2	93849.1361051479	10701.9921875	120620.315269461	100844.776050416	60082.316995567			33
1123	1000.6316860371	1000.62695799745	1000.63641407676	18.5514996821087	18.5339991200763	18.569000244141	2	2	45405.46633287	21354.140625	111731.944722459	10016.4927767296	14467.9614994208	[196][M+1]+		50
638	615.352087452115	615.350167013432	615.354007890799	18.275507926941	18.275499343872	18.27551651001	2	2	35282.4370268557	12249.7578125	55344.2611489112	15750.143439527	34752.906492129			149
515	568.544792480561	568.541805350755	568.547779610368	20.5895162760417	20.5894501088463	20.589582443237	2	2	42911.3295607334	15104.453125	76329.8149423044	28275.127462868	24129.0462770279			1
587	596.254011372649	596.250957462161	596.255577045099	6.016583442688	6.016583442688	6.061850070953	3	3	40246.5751909277	10527.59375	56249.1162615899	37707.0799320737	26783.5293791194	[106][M+1]2+		27
451	544.703600955928	544.702973170312	544.704228741545	4.774975061417	4.741149902344	4.80880022049	2	2	31096.1367045156	10425.4921875	22608.3234132886	32548.4559484318	38131.6307518264	[75][M]2+		86
1102	984.569910608974	984.56747843142	984.572342786528	5.836008310318	5.802183151245	5.869833469391	2	2	84710.5910224669	10473.33984375	122041.666047937	52010.1617005159	80079.9453189481			33
1164	1035.78846882761	1035.78343428257	1035.79350337264	21.5715589523315	21.571550369263	21.5715675354	2	2	40269.7288310138	14047.96875	872.421569822882	41544.2653873016	78392.4995359168			141
726	660.255038378726	660.252028120999	660.258048636453	17.1038824818933	17.10154914856	17.1062158152267	2	2	33344.9709837152	10107.921875	35151.9045214512	27333.4810535769	37549.5273761175	[134][M]+		12
365	502.392315395325	502.392014381141	502.401931504332	26.8769912719725	26.673799514771	26.967300415039	4	3	50859.3445230265	17030.40625	106612.32098492	22994.7416141708	22970.9709699884	[56][M+1]+		24
588	596.294859372177	596.291436363423	596.295357935518	16.582216262817	16.548400878906	16.591216262817	3	3	68943.3211858687	12986.9375	111432.262077691	37680.2181561227	57717.4833237929	[105][M+1]+		72
844	751.531669076081	751.523358909221	751.53261466698	26.734550476074	26.527050018311	26.734550476074	3	3	125382.965155175	15088.484375	20852.5577355661	72593.9018977857	282702.435832174	[156][M+1]+		85
1133	1009.59169732683	1009.58723414406	1009.59616050961	5.542525053024	5.508699893951	5.576350212097	2	2	183621.277533002	12366.5625	298121.523461115	120046.567564907	132695.741572984			132
54	280.231992125628	280.230189121	280.233795130257	17.0083837178548	16.9943007761637	17.022466659546	2	2	44580.4847501853	11679.7421875	76287.1390348861	28911.30942803	28543.0057876398	[3][M+1]+		9
1282	1087.80693899458	1087.80489454807	1087.81218442429	24.991966247559	24.991949081421	25.025783538818	3	3	65363.4553743435	11839.8046875	63109.1674611588	43625.2469493792	89355.9517124924	[222][M+1]+		52
1084	970.297327431161	970.293732472715	970.300922389606	0.632283329964	0.632283329964	0.632283329964	2	2	48784.8662224056	9004.8359375	46460.4089869958	46831.9725080758	53062.2171721454	[192][M]+		71
481	558.313670282598	558.312796804018	558.314543761178	18.6022342020667	18.6016508687333	18.6028175354	2	2	51005.4768747093	10405.7734375	76385.746678804	36133.43609088	40497.247854444	[84][M]+		3
1391	1159.61889315316	1159.61842550697	1159.61936079935	18.6028251647945	18.6028175354	18.602832794189	2	2	39417.2222823668	13539.234375	70698.4180455935	22437.538946141	25115.7098553658	[244][M]+		3
986	898.526086321506	898.525200462531	898.526972180481	5.3224084377285	5.24903345108	5.395783424377	2	2	55400.2021888354	11975.4453125	66683.9153126964	44272.5388393799	55244.1524144299			99
1020	918.466984035637	918.463283718397	918.470684352876	29.2080001831055	29.134616851807	29.281383514404	2	2	52599.8294489558	11855.84375	83584.4207935252	13574.6902883656	60640.3772649765	[184][M+1]2+		116
22	199.803662681841	199.800782815736	199.804331105331	29.168449401855	29.134634017944	29.315200805664	3	2	64691.1057714302	8966.1015625	60479.2099614231	67155.9764852274	66438.1308676402			88
673	628.725942270469	628.722911906465	628.728972634472	7.122891664505	7.089066505432	7.156716823578	2	2	31510.8480658744	9858.703125	21651.6008292903	35483.737610759	37397.205757574	[122][M]2+		42
852	762.539797474913	762.537824489043	762.541770460783	28.711308479309	28.694383621216	28.728233337402	2	2	58827.1482046886	13829.296875	102092.287927983	44270.2673002236	30118.8893858592			5
488	559.333839747366	559.330466596579	559.335983890574	20.6232826588953	20.589599609375	20.623416900635	3	3	56744.9834780018	9073.67578125	79820.5683366336	46167.0286955291	44247.3534018427	[85][M+1]+		1
629	613.262186376895	613.25659740527	613.264914705246	18.015850067139	18.0156834004723	18.049667358398	3	3	57389.3738598177	8379.3671875	63985.3047649265	59383.4057766716	48799.411037855	[112][M+1]+		2
759	683.296467957834	683.295034520347	683.297901395321	23.264842033386	23.264833450317	23.264850616455	2	2	27999.1154986532	15868.6875	55173.3986972295	17185.5632476669	11638.3845510632			62
382	509.277086417701	509.27669671644	509.278867759312	20.6232826588953	20.589599609375	20.623416900635	3	3	43030.3181630022	10539.09375	60142.0784159508	35102.104263736	33846.7718093197	[61][M]+		1
808	718.438441638612	718.437178416496	718.439704860729	5.0120000839235	4.955550193787	5.06844997406	2	2	129778.617433665	11015.65625	222545.846936203	107851.069697554	58938.9356672397	[151][M]+		98
577	592.287427441781	592.283853664919	592.289591678318	18.015850067139	18.0156834004723	18.049667358398	3	3	52116.9526728033	8557.421875	59700.756987519	48565.2648260443	48084.8362048466	[103][M]+		2
552	583.257048682879	583.256126498641	583.257970867117	7.33728313446	7.33728313446	7.33728313446	2	2	32502.8486701933	10574.9296875	34886.0411056461	17935.4173126894	44687.0875922443			152
695	639.274963147267	639.273324909377	639.284413801439	18.602832794189	18.6016508687333	18.636632919312	3	3	52640.7849502446	10783.078125	77171.0999719227	23856.0557594264	56895.1991193848	[126][M+1]+		3
754	678.498603148642	678.493281712482	678.507512682335	0.666100025177	0.632283329964	0.666116654873	3	3	36930.7589950346	8033.25390625	37995.2239933008	28803.0551636628	43993.9978281402			71
961	877.655713514903	877.654184694931	877.660235521788	23.185749053955	23.185733795166	23.185766220093	3	3	42152.3528794286	8238.09375	43404.3611557026	39586.915316384	43465.7821661993	[170][M]+		14
880	796.409661335777	796.402060994955	796.417261676599	0.666100025177	0.666100025177	0.666100025177	2	2	45899.4585080735	11115	49342.3100471726	62675.3027320091	25680.7627450387			71
578	592.390760198814	592.388811937544	592.394379957114	27.554265975952	27.554250717163	27.55428314209	3	3	44241.7444140904	15764.109375	87170.3526780591	16267.9625060362	29286.9180581758	[102][M+1]+		77
903	814.502903933512	814.498845336091	814.506962530932	27.887300491333	27.813917160034	27.960683822632	2	2	45950.1968913664	15964.3984375	28974.712235501	89798.0346894496	19077.8437491485			136
606	606.322502318623	606.319803677631	606.325200959615	17.1038748524988	17.101533889771	17.1062158152267	2	2	34793.4378569542	8288.4921875	39046.1976202272	34729.3101945251	30604.8057561101	[108][M+1]+		12
875	792.599799761079	792.590750546667	792.608848975492	27.1140251159665	27.114017486572	27.114032745361	2	2	58078.7897906971	8367.6015625	66912.3157267052	53719.5040194066	53604.5496259795			46
1005	913.581681228992	913.578174766647	913.598021933604	28.254167556763	28.254150390625	28.254167556763	3	3	33483.7080343372	13518.6796875	60947.0421254979	20396.4538252012	19107.6281523125	[180][M]+		25
1107	987.83988837208	987.831702927597	987.842361779706	26.967300415039	26.967283248901	27.001100540161	3	3	39318.9027844599	10564.03125	44946.4522708884	53104.2843254519	19905.9717570395	[195][M+2]+		24
86	305.239001429637	305.236508261941	305.242568725902	22.858432769775	22.858417510986	22.858449935913	3	3	29895.2723835731	8898.0859375	36802.7868976259	28732.6961278308	24150.3341252627	[12][M+2]+		19
131	371.222252432657	371.218403671537	371.222796468025	22.858432769775	22.858417510986	22.858449935913	3	3	38376.4325786499	11268.0859375	61323.6059035156	28030.3527623323	25775.3390701018	[21][M]+		19
853	763.430568670106	763.426718379011	763.434418961201	5.5256083011625	5.508699893951	5.542516708374	2	2	45393.8798820488	9577.0546875	68659.687488524	26948.400964564	40573.5511930585			105
1023	919.409252554448	919.408031615018	919.412905791423	5.982749938965	5.915100097656	6.095683097839	3	3	30366.4384226699	11462.96875	43161.2569599878	30735.9160528286	17202.1422551933	[185][M]+		38
980	888.630951149352	888.630295647626	888.641038486659	20.0696172231043	20.036449432373	20.070266723633	3	3	32149.9119955815	16352.6953125	69033.1074538622	14966.4620313315	12450.1665015509	[175][M]+		80
949	869.564086142284	869.555512606778	869.572659677791	27.847758293152	27.847749710083	27.847766876221	2	2	52331.9297271756	9418.078125	53017.6015415074	72338.0927766562	31640.0948633633			156
342	492.37352312809	492.373065723739	492.377200002595	26.493232727051	26.493217468262	26.527067184448	3	3	35886.811890052	14596.7421875	73530.0093077462	17485.7134429752	16644.7129194346	[51][M+1]+		70
803	714.555684442256	714.553287666892	714.55808121762	27.701008796692	27.701000213623	27.701017379761	2	2	82281.0123509988	8221.640625	76580.7905480047	101442.724926949	68819.5215780431			59
1261	1078.64994696342	1078.64440800182	1078.65548592501	18.6028251647945	18.6028175354	18.602832794189	2	2	29101.460385981	12699.615234375	50613.7990465458	13322.9114280699	23367.6706833273	[217][M]+		3
331	487.322770241605	487.322413306277	487.323803371204	15.780850410461	15.780833244324	15.7975170771277	3	3	26089.591076258	10847.28125	37764.0048400188	16847.9305692638	23656.8378194914			32
663	624.338900382612	624.334202694627	624.343598070598	10.9791583188378	10.9524162546797	11.005900382996	2	2	30496.3057259222	9011.6796875	47341.7004433862	19503.7827903526	24643.4339440278	[120][M]+		162
353	497.278930535212	497.271080097138	497.280178858564	11.525250434875	11.525233268738	11.5817334391277	3	3	29141.3830806989	7819.48046875	29781.2620285341	27771.0112310534	29871.8759825093			171
333	489.353553122352	489.352388790258	489.354717454446	21.374074935913	21.357166290283	21.390983581543	2	2	42781.6039394492	10775.140625	65873.0521218574	44254.1825957141	18217.577100776			79
769	688.779299236815	688.775196271565	688.783402202064	6.016583442688	6.016583442688	6.016583442688	2	2	24972.8204117181	8450.4521484375	30722.4223361833	21226.9413811439	22969.097517827			27
872	792.428477371319	792.421231159325	792.435723583313	0.666100025177	0.666100025177	0.666100025177	2	2	33915.6860907067	7988.37109375	32350.2657003298	31123.9219576418	38272.8706141483			71
755	679.771943417823	679.770547654692	679.773339180954	6.4929082393645	6.483733177185	6.502083301544	2	2	39796.658425165	7577.1171875	47801.693008627	37009.2029547816	34579.0793120863	[140][M]2+		74
1070	957.619266783279	957.613645576446	957.624887990112	18.6022342020667	18.6016508687333	18.6028175354	2	2	34518.0559698499	10979.640625	57421.6262676656	22919.4865281555	23213.0551137286	[189][M]+		3
955	874.500402430364	874.49955792924	874.501246931488	5.745724916458	5.655433177948	5.836016654968	2	2	66761.2453844492	7651.3515625	60472.2958679157	79783.2607936019	60028.1794918299	[168][M+2]+		26
32	225.221154503785	225.220981079395	225.221327928174	21.7543916702275	21.745233535767	21.763549804688	2	2	48111.2670180122	10148.8984375	32826.4265487151	43705.6332556307	67801.7412496907			111
962	878.657318324377	878.652990022184	878.661646626569	23.168824195862	23.151899337769	23.185749053955	2	2	60933.5334112986	14332.5078125	21025.8765016224	15966.8551347184	145807.868597555	[170][M+1]+		14
460	552.236541394095	552.236070957318	552.237157440542	6.043516635895	6.043499946594	6.061850070953	3	3	34232.0951496658	11229.6796875	62104.6809885559	28916.683947939	11674.9205125027			27
325	482.313254775776	482.30610951749	482.314807161719	20.5103504536943	20.476667404175	20.510517120361	3	3	33991.1834516328	13626.3359375	66764.6989232631	14518.5849799919	20690.2664516433	[47][M+2]+		22
1327	1109.69525513556	1109.6917488633	1109.69876140782	17.5764415868123	17.57559967041	17.5772835032147	2	2	18641.4771374504	15251.0859375	36842.1512530759	6563.63234943151	12518.6478098436			56
217	431.311990956115	431.308308233191	431.315673679039	16.1150747782392	16.0881665242513	16.141983032227	2	2	33161.1683306883	11173.4375	34152.704654589	19505.5472970209	45825.2530404551			92
1042	934.52060045397	934.511606995193	934.529593912748	28.908791542053	28.908782958984	28.908800125122	2	2	23836.1617202219	8505.84375	22053.4518899778	18008.8685994859	31446.164671202			82
1263	1079.65962795508	1079.65774428436	1079.66151162579	18.6191418940227	18.6016508687333	18.636632919312	2	2	30504.1424254398	11537.859375	53063.7792382944	13566.4180487167	24882.2299893082	[217][M+1]+		3
424	536.369762080882	536.366271830066	536.371681055885	23.298666000366	23.298650741577	23.298683166504	3	3	43645.2605515358	12417.09375	82186.4614756608	21393.5673362645	27355.7528426822			148
458	550.355904326434	550.355084410408	550.357317978818	19.223617553711	19.2222994791667	19.2236328125	3	3	35705.9265816268	12472.9453125	64106.7629280248	17749.4702583318	25261.5465585239	[77][M]+		147
99	327.177889972482	327.177293196161	327.178486748802	15.6766748809815	15.634099960327	15.719249801636	2	2	37044.7843997288	13862.078125	20409.9237562513	21830.3834456693	68894.0459972658			142
1031	922.593638240725	922.587216221024	922.600060260427	11.8356413841245	11.818733215332	11.852549552917	2	2	41318.9654358937	16292.140625	101973.951137358	10785.384634296	11197.560536027			135
238	441.390586393019	441.382958727919	441.394436863055	26.527050018311	26.527050018311	26.527067184448	3	3	35533.6147995501	11173.171875	62179.226185696	36660.4658702364	7761.15234271775	[36][M]+		70
1150	1028.25773942078	1028.25123132232	1028.26424751924	0.632283329964	0.632283329964	0.632283329964	2	2	39973.9187730004	8216.0078125	38559.2071365926	41401.5277149408	39961.0214674678	[200][M]+		71
730	661.395309176267	661.388737264021	661.401027050057	23.151933670044	23.151916503906	23.185733795166	3	3	38895.1283042128	7857.091796875	44439.2846358085	36174.0749514322	36072.0253253977	[135][M]+		69
158	393.299231489586	393.29779955082	393.30073154245	22.384366989136	22.384349822998	22.418216705322	3	3	56172.8167762828	13057.4921875	87146.9189250662	35738.0463619151	45633.485041867	[25][M]+		145
1103	985.581241710063	985.57458089456	985.587902525566	5.948933124542	5.948933124542	5.948933124542	2	2	65580.5112046512	8152.1171875	50759.027248133	70652.9458769885	75329.5604888321			38
958	876.488221371352	876.482029693797	876.494413048907	29.0217084884645	29.021699905396	29.021717071533	2	2	58677.1002473035	8237.796875	40098.6486145023	65143.049147163	70789.6029802452	[169][M+2]+		43
1151	1028.62601525595	1028.61843393161	1028.63278831235	18.015850067139	18.0156834004723	18.049667358398	3	3	37884.1311268376	7328.24609375	43309.9299482735	37856.1260091488	32486.3374230906	[199][M+3]+		2
1235	1062.80439675279	1062.80287149908	1062.8059220065	22.858441352844	22.858432769775	22.858449935913	2	2	32699.2136149415	10240.71875	965.316023910066	49237.1172917102	47895.2075292043	[215][M+2]+		19
265	451.374867114371	451.371574606477	451.382312871824	26.967283248901	26.820550918579	26.967283248901	3	3	35095.1417595005	12272.2421875	57378.6486466103	41673.9999167896	6232.77671510142			24
1010	916.476007186516	916.465014840686	916.483338166306	29.134634017944	29.134616851807	29.134666442871	3	3	54205.4902255194	8121.17578125	63193.6021619823	48384.327895921	51038.5406186549			89
1341	1120.65399703488	1120.64909496612	1120.65732139953	5.802183151245	5.802183151245	5.896749973297	3	3	73484.956334455	9938.96875	78626.0600078711	97064.3728656342	44764.4361298598			33
496	562.375962789431	562.374242215072	562.37768336379	26.583517074585	26.527050018311	26.639984130859	2	2	31615.966153047	17714.765625	83158.8962564949	4379.81187295914	7309.19032968699			70
429	537.409279482055	537.408694783201	537.419332015063	26.967283248901	26.967283248901	26.967300415039	3	3	34825.0785826839	11591.8515625	62188.8966608355	16966.5850288065	25319.7540584095	[71][M]+		24
851	762.435901384398	762.434362305913	762.437440462883	5.508699893951	5.508699893951	5.508699893951	2	2	39217.7556422216	8657.0546875	46181.4461592057	38550.586973599	32921.23379386			105
546	581.449463042295	581.444589787509	581.454336297081	23.168833732605	23.151933670044	23.185733795166	2	2	37083.8657672766	7274.4609375	36228.3203849631	34610.0063493758	40413.2705674907			14
990	900.518441603861	900.517121860878	900.519761346844	5.6723499298095	5.655433177948	5.689266681671	2	2	45845.3283554918	8863.8515625	51944.7021633834	43789.4081343581	41801.874768734	[177][M+1]+		26
182	407.350396787862	407.348901239102	407.351892336622	25.663492202759	25.646583557129	25.680400848389	2	2	46477.5837015618	15078.6796875	32560.6458371703	99759.3444704804	7112.76079703454			127
568	586.349128593169	586.344955310642	586.353301875695	20.070275306702	20.070266723633	20.070283889771	2	2	39741.0921372215	10465.984375	72550.6841208629	17560.9645287728	29111.6277620288			80
680	632.348619951401	632.34690672144	632.349188333107	17.1062158152267	17.10154914856	17.135366439819	3	3	29831.415360129	7800.18359375	34776.9748163483	19447.9778782219	35269.2933858167	[124][M]+		12
602	605.238405707998	605.236010190303	605.242960784772	26.019149780273	26.000816345215	26.019184112549	3	3	44084.6865828187	9896.5078125	76939.4535246551	27327.6302589438	27986.9759648572	[107][M]+		41
873	792.453462753036	792.448652616402	792.458272889671	28.2710752487185	28.254150390625	28.288000106812	2	2	43991.4917623458	15328.1875	20286.7837399388	102787.00389706	8900.68765003848	[159][M+1]+		25
594	597.297002216085	597.294657558229	597.306328407475	18.223333358765	18.223333358765	18.2410172932943	3	3	58808.0021695006	10437.09375	94354.4236460681	54333.7696588876	27735.813203546			153
753	676.505207243457	676.502897515713	676.507516971202	0.6491916775705	0.632283329964	0.666100025177	2	2	38559.0638316996	8290.3203125	42311.5855066618	45070.8056456164	28294.8003428205			71
471	556.284009894895	556.276465889138	556.291553900651	17.0585498809815	17.049383163452	17.067716598511	2	2	35475.5147166747	9535.291015625	50764.1106020864	14014.5633726241	41647.8701753136			12
476	556.353609038797	556.3534449102	556.357358264663	19.268882751465	19.2675665842697	19.302732467651	3	3	26662.2114943488	10571.0078125	43481.4688866684	12196.7291334084	24308.4364629696	[80][M+2]+		30
543	580.232644284325	580.228621003834	580.236667564817	20.4935165583292	20.476682662964	20.5103504536943	2	2	27261.6686142401	13741.6171875	56014.091118372	9181.08697555221	16589.827748796			22
651	619.247088707928	619.236967835416	619.253628716047	7.043799877167	6.942316532135	7.122900009155	3	3	29007.0581176341	14508.53125	14828.8516354445	18354.7116179945	53837.6110994634			140
1304	1096.64822730536	1096.63858318719	1096.65787142352	6.3066165447235	6.276249885559	6.336983203888	2	2	70577.6625192515	8302.046875	104637.547097795	38212.5518012141	68882.888658745			53
240	442.678608755731	442.674291849354	442.680871775272	0.666100025177	0.632283329964	0.666100025177	3	3	31514.058479496	6831.45703125	31627.3624435322	34036.5836941583	28878.2293007974			71
648	618.306122468564	618.3056972047	618.308623649822	18.6028175354	18.6016508687333	18.602832794189	3	3	40564.2978237316	8451.890625	51177.2916315975	27938.5153862222	42577.0864533749	[117][M]+		3
1051	942.322614842894	942.321406336678	942.32382334911	0.9934250116345	0.959599971771	1.027250051498	2	2	32606.0319794916	8590.9453125	21569.8911738988	42683.3746550608	33564.8301095151			163
489	559.397096697481	559.394477509373	559.402370025203	24.732299804688	24.73228263855	24.766117095947	3	3	47097.1750132406	9461.5625	82811.8928184547	42412.9410040786	16066.6912171885	[86][M]+		36
335	490.328487968112	490.328479351096	490.335226863371	19.223617553711	19.2222994791667	19.2236328125	3	3	31375.5163244497	10202.25	53074.656765241	18783.6298226683	22268.2623854398			147
645	617.357970117733	617.356214660874	617.359725574593	18.8956498616533	18.8949831949867	18.89631652832	2	2	28155.016042641	10005.640625	43639.8940297822	18675.5726870975	22149.5814110432	[115][M+1]+		81
390	511.348055600197	511.345348260174	511.349232925615	20.6232826588953	20.589599609375	20.623416900635	3	3	41292.7877428168	8126.953125	61234.0538004425	28457.3863994603	34186.9230285475	[60][M+3]+		1
1395	1160.63243709971	1160.62890069863	1160.63845002981	18.6028175354	18.6016508687333	18.602832794189	3	3	30733.4855048125	9391.015625	53487.1159201283	13385.7801497869	25327.5604445225	[244][M+1]+		3
243	443.26261568208	443.260520285726	443.26414904814	18.715732574463	18.7143992411297	18.715749740601	3	3	42902.509706836	9401	35234.6821144493	20695.2609744268	72777.5860316318	[37][M]+		95
1014	916.970266318962	916.967000942642	916.980242847929	29.100833892822	29.055532455444	29.134634017944	3	3	54624.498825539	7149.859375	65935.5157770742	54931.6641866274	43006.3165129153			174
1236	1062.81169602853	1062.80650657739	1062.81688547968	23.185757637024	23.185749053955	23.185766220093	2	2	40443.8997014864	9497.7578125	4040.18064570767	58258.9640300361	59032.5544287154			14
854	763.56236319552	763.551931310455	763.572795080585	28.287991523743	28.287982940674	28.288000106812	2	2	46362.5486488063	10740.5546875	71713.2281470377	30044.2120379872	37330.2057613941			25
349	495.435202124648	495.423621293477	495.44678295582	27.11404132843	27.114032745361	27.114049911499	2	2	45995.643606876	15734.2109375	125845.28922583	4614.68545438739	7526.95614041011			46
225	435.345477781772	435.342318905606	435.345657606041	24.991966247559	24.91284942627	25.025766372681	3	2	34058.0488890982	10506.4609375	52758.6970047987	24094.2776432477	25321.1720192481			52
