id_number	mz	rtime	rtime_left_base	rtime_right_base	parent_masstrack_id	peak_area	cSelectivity	goodness_fitting	snr	detection_counts	R449_LG_M	QC_1	QC_2	QC_3	QC_4	QC_5	R446_HG_M	R446_LG_M	R449_HG_M	R455_HG_M	R455_LG_M	R456_HG_M	R456_LG_M	R457_HG_M	R457_LG_M
F4033	176.0378	91.77	88.56	94.98	5288	60001144	0.97	0.96	20	15	5406898	3861504	4205381	4327360	4951768	5020095	733700	973325	3652189	2827832	3851042	9079734	8034319	1636758	1682045
F4034	100.0747	52.46	51.39	53.26	2185	751028	0.81	0.91	107	3	0	0	0	0	246310	0	0	0	0	0	0	0	302442	0	258901
F4035	100.0747	133.49	130.28	135.63	2185	2063319	0.82	0.85	72	12	0	0	99828	133979	265461	200413	0	205119	79919	144783	137610	117308	455037	64705	194390
F4037	100.0747	142.58	139.37	145.79	2185	1732022	0.81	0.83	64	15	183207	61527	148897	94927	25835	122344	245720	55009	102399	13599	189163	125561	133659	161104	126664
F4046	79.517	36.15	33.74	39.36	817	9582390	0.76	0.89	4	14	689513	0	519789	621233	841896	632862	723835	578177	816329	583383	636539	1160296	482238	828674	485618
F4052	79.517	106.48	104.87	109.69	817	6406013	0.72	0.81	3	14	424340	0	355730	470157	735025	473366	482855	366116	300741	551791	421600	485353	595873	415104	263186
F4053	79.517	112.09	110.76	114.5	817	4014934	0.71	0.77	3	14	260850	0	237414	200030	513328	213590	371063	155600	287572	222323	287880	341055	347157	288022	257248
F4054	79.517	115.3	114.5	116.64	817	2440177	0.71	0.82	3	14	184077	0	147068	150009	294452	110823	197118	106125	208702	57042	199496	136042	297693	177681	195636
F4057	176.0555	53.26	51.12	56.47	5290	453962390	1	0.94	2508	15	37294717	30239387	30147936	29801872	32828174	30717761	15268985	15373139	45149561	37751770	38626590	22677891	22142871	33292909	33166006
F4093	100.0761	137.77	134.56	140.98	2186	1175806137	0.88	0.87	13	15	81373393	95121735	83910510	83948389	83026442	83839860	139873929	70817786	80267459	61134006	120940890	86000829	53553319	81310447	73064788
F4094	135.0624	197.13	193.93	200.34	3776	8254657	1	0.98	224	9	0	819129	0	901838	994406	1101039	841071	0	732061	0	1176886	1100324	0	706301	0
F4096	176.0708	55.94	52.99	59.15	5291	14155335	0.89	0.72	9	11	0	1476463	1617571	1953142	1342333	1239418	0	1085880	0	510163	888555	23977	4015041	0	26792
F4099	176.0708	116.37	113.7	119.32	5291	16921417	0.95	0.96	14	12	0	1375324	1231754	1198817	1066888	1306875	0	825851	0	676225	1048635	3074824	2433461	1685344	1019419
F4101	176.0833	47.65	46.84	49.52	5292	2392119	1	0.95	416	9	926060	67713	199064	129238	156808	85839	0	0	693417	68995	75985	0	0	0	0
F4102	176.0833	440.07	437.93	442.21	5292	4795761	1	0.79	60	13	234325	345279	633286	249622	121059	465480	643990	166345	481317	552946	362342	0	0	351886	204884
F4103	176.0833	561.21	559.34	564.15	5292	11256133	1	0.93	1317	13	888346	902835	849612	729156	751941	738204	973958	890751	941376	648979	791040	0	0	1201061	967874
F4104	176.0879	190.45	187.51	193.12	5293	5387214	1	0.98	505	6	0	0	0	0	0	1179944	953590	728813	0	0	0	943156	0	570947	986233
F4109	100.0889	958.53	955.85	959.86	2189	1277954	0.72	0.88	3	9	0	236929	185669	111291	262271	55224	0	55243	166697	45101	0	0	0	0	222446
F4112	100.0889	979.92	977.51	980.99	2189	2570408	0.82	0.71	5	8	0	249851	597653	80522	288815	445010	0	271129	88840	0	0	0	0	0	492197
F4113	100.0889	982.33	980.99	983.93	2189	2975272	0.87	0.85	8	9	0	376937	494195	360736	291790	307913	0	202087	524474	54462	0	0	0	0	328801
F4114	100.0889	984.73	983.93	987.14	2189	3218118	0.82	0.74	7	8	0	268027	69770	435971	591215	402122	0	498696	431831	0	0	0	0	0	521508
F4115	100.0889	988.48	987.14	990.35	2189	3141637	0.88	0.93	8	9	0	219572	650078	575407	441098	297127	0	397701	64047	63154	0	0	0	0	423931
F4123	100.3212	651.06	648.66	654.27	2195	80218308	1	0.96	6055	15	5618881	4675906	5380214	5756632	5661920	5452595	5967694	5064608	4966210	4403346	6447527	5336514	4832302	5094929	5581030
F4124	79.5486	346.16	344.56	348.3	823	13814948	1	0.97	1733	15	1077677	973426	847932	957722	916368	917533	1346709	1083385	706125	732777	874850	1026425	698352	779490	898410
F4125	79.6044	342.95	341.35	344.29	824	1938426	1	0.99	277	7	205808	124013	331044	0	0	307819	352141	0	288348	0	334352	0	0	0	0
F4126	79.6044	345.9	344.29	348.03	824	4488354	1	1	597	8	679842	0	492944	553750	0	0	0	637657	0	0	672950	640959	378234	473478	0
F4127	79.6054	342.95	340.81	344.83	825	3036258	1	0.97	310	3	0	0	0	0	1101799	0	0	0	0	1166082	0	0	0	0	899984
F4128	79.6054	346.16	344.83	347.77	825	1667552	1	0.95	221	3	0	0	0	0	593363	0	0	0	0	528917	0	0	0	0	569138
F4129	176.1031	44.17	42.03	45.51	5296	1146655	1	0.95	134	1	0	0	0	0	0	0	0	0	0	0	0	1175731	0	0	0
F4130	79.606	342.95	341.35	344.83	826	17474026	1	0.95	2178	12	1653741	1382906	1305503	1391936	0	1123020	2054059	1480096	1589950	0	1554059	1479787	1260318	1407461	0
F4131	79.6617	342.42	341.35	345.09	829	14490782	1	0.94	1978	15	1216648	777620	886606	922720	865604	969913	1441661	1017579	932411	793765	1210907	1035369	688015	960306	1002015
F4132	79.7075	197.13	194.19	198.74	830	3534624	1	0.73	364	9	817871	348525	241087	0	239392	26709	0	0	748975	0	0	428646	0	666191	35228
F4133	79.7075	280.38	279.04	282.25	830	10045754	1	0.96	1317	12	771656	873143	726383	688368	780697	770599	1251197	0	857471	0	1032713	844851	0	782214	679462
F4134	79.8316	605.87	604.27	608.01	835	926822	1	0.99	119	3	0	0	0	0	0	0	0	0	150131	0	437128	0	365857	0	0
F4135	79.8328	606.14	604	608.54	836	21687006	1	0.96	2064	15	1423058	1392453	1379296	1475722	1558668	1402204	1342553	1399828	1255612	1303177	1860940	1555998	1399163	1583484	1372850
F4136	79.8709	38.82	37.75	39.89	838	6315720	1	0.99	1635	9	0	801612	787286	686239	668546	754544	0	658730	0	679732	0	0	623272	664759	0
F4137	79.8812	342.69	341.35	345.09	839	1396508	1	0.99	185	2	0	0	0	0	0	0	888408	523106	0	0	0	0	0	0	0
F4138	79.9422	837.05	833.81	839.46	841	2565775	1	0.98	239	6	434637	269934	0	0	0	0	0	454767	0	847027	359075	246976	0	0	0
F4139	79.9435	836.78	833.81	839.99	842	38999916	1	0.98	3034	15	3182289	2384233	2534111	2639562	2843350	2216008	1656805	3098737	1407841	5187374	2878628	1635694	3679979	2141950	1537355
F4140	79.9442	606.14	604	608.54	843	2066726	1	0.99	255	8	241423	0	281044	183011	0	205805	359270	0	0	0	308707	0	0	313296	192177
F4142	176.1164	40.69	39.09	43.1	5301	31904348	1	0.87	5840	15	3828178	1797369	1856830	2201050	2330125	2027138	1186992	1307046	2235249	2013374	2527507	2250152	2586180	1512468	2260690
F4147	135.0806	544.1	540.89	547.31	3782	339111569	1	0.99	54	15	26045581	23267313	22073388	22421107	22590956	22406508	23706175	20711996	21706749	21879446	24491953	20641014	24464665	22303437	21679727
F4150	176.1224	40.43	38.55	43.64	5303	156999705	1	0.88	23250	15	16387015	10486656	9977931	10400278	10433420	10490960	6171180	6906900	11429286	8186937	11587200	11969523	14009031	7875669	10707719
F4160	135.0847	217.49	214.28	219.89	3784	3021307	0.93	0.98	35	6	264856	1107846	500421	0	0	0	0	0	644865	44215	0	0	0	499551	0
F4169	135.0847	859.54	856.33	861.44	3784	2811209	0.74	0.85	3	6	418692	498118	461151	0	0	0	0	0	385028	531229	0	0	0	538784	0
F4170	135.0847	863.58	861.44	866.25	3784	2363413	0.72	0.89	3	6	366905	622848	294902	0	0	0	0	0	466572	470224	0	0	0	200398	0
F4171	135.0847	882.31	879.37	884.45	3784	2459885	0.72	0.89	3	6	485309	198606	433329	0	0	0	0	0	300439	449612	0	0	0	606340	0
F4209	100.5104	601.86	599.19	603.46	2196	1400219	0.71	0.81	3	15	317918	77588	96304	120037	34512	83480	134425	40513	72300	72506	136849	130396	86691	48201	114701
F4232	100.5104	874.82	872.68	876.16	2196	9360864	0.74	0.86	6	15	546348	712220	711666	606335	704858	726513	595541	496007	722763	553069	543039	297140	861709	713691	515699
F4233	100.5104	878.03	876.16	879.64	2196	9368024	0.73	0.89	6	15	683189	664088	626248	998782	501158	415535	620642	411308	629878	516369	814834	982009	452936	544383	581110
F4234	100.5104	881.24	879.64	883.11	2196	8565384	0.75	0.71	5	15	492844	516305	798590	721948	522518	467136	591209	577379	462189	394435	563719	602422	695191	636272	733842
F4235	100.5104	884.45	883.11	886.32	2196	7700581	0.77	0.77	5	15	590418	687429	398070	517868	510913	665158	505749	424259	248502	405446	355665	772503	733135	460940	621254
F4236	100.5104	893.28	891.14	895.42	2196	8059115	0.78	0.88	4	15	307983	861987	521524	757200	663010	416844	305419	665939	552351	504685	528488	607937	531121	393563	485778
F4237	100.5104	896.49	895.42	896.75	2196	2648880	0.77	0.72	3	15	227658	202328	140404	140280	305754	147725	101254	107941	357333	36140	38240	221996	292822	166348	150267
F4240	100.5104	904.24	903.44	905.31	2196	2605324	0.75	0.91	3	15	89109	239638	223515	85218	54769	217201	292058	101439	154848	109152	222968	81968	202704	287671	66387
F4243	100.5104	989.55	988.21	990.35	2196	1192093	0.73	0.88	8	8	0	178711	0	104530	0	0	162788	0	59841	0	0	69564	217556	153619	201629
F4244	135.1018	154.88	151.67	158.09	3786	27741476	1	0.89	626	15	2123103	2027966	1824891	2098498	2079456	2068664	2615257	1597186	2250156	1097254	2246901	1803925	1419655	1633277	880287
F4245	135.1018	501.84	499.44	505.05	3786	40257586	1	0.97	2977	15	1710310	3161266	2734895	2659437	3018577	2462392	2749115	1653572	2480005	3078618	3766948	2507437	2782240	3427723	2087051
F4246	135.1018	537.14	534.74	540.35	3786	37503740	1	0.98	1228	15	1767989	3073197	2620466	2591229	2532642	2172670	3038194	1889869	2521969	2983991	2774507	2246968	2828793	2643400	1729413
F4247	80.0206	36.41	34.01	38.02	851	1138701	1	0.96	7	2	0	494909	0	0	0	0	0	0	0	0	0	671485	0	0	0
F4248	135.1148	51.39	50.05	53.26	3787	3335873	1	0.99	558	7	548840	0	464139	492913	536354	433429	0	345351	527853	0	0	0	0	0	0
F4255	80.0251	53.8	52.19	54.87	854	895690	1	0.94	163	3	0	0	0	0	0	255505	414157	237035	0	0	0	0	0	0	0
F4258	80.035	36.41	33.21	39.09	857	42715250	1	0.95	6	15	4112574	3104380	2775905	2796038	2640299	3067263	1564569	1559087	3616951	1467755	2364466	3563271	3252016	2702913	4150763
F4268	176.156	53.8	52.99	56.2	5306	2033655	1	0.9	338	1	0	0	0	0	0	0	0	0	2119663	0	0	0	0	0	0
F4269	176.1922	324.5	321.29	327.44	5307	20378836	1	0.84	1705	15	1400031	1529108	982725	1133076	1547379	1168036	1750707	1642088	1182783	1252369	1395939	1091466	1409291	1604362	1241411
F4279	135.117	529.12	525.91	531.26	3788	74483411	1	0.98	10	15	5066337	5159087	4954862	5319502	5161788	5047723	5263403	6020087	5206559	4949219	5355289	5184518	5295947	4944722	4918157
F4280	135.117	533.93	531.26	537.14	3788	100495118	1	0.98	11	15	7182305	7357819	6725944	6866984	6961002	6497587	7087396	8994297	5923404	6348825	6857782	6775752	7421997	6340259	6627689
F4281	135.117	548.64	545.43	551.05	3788	59926367	1	0.97	9	15	7492745	4550472	4377955	4245569	3877353	3830135	2076419	2920368	1804946	2196515	1629679	7145009	7421353	2413973	7263229
F4282	135.117	553.72	551.05	556.93	3788	89344390	1	0.99	13	15	11758973	6465346	6761247	5896594	6184957	5881995	2154713	3495731	2234349	2566716	2037151	12540842	11254579	3053813	10462265
F4285	135.121	51.66	48.45	54.33	3789	146832403	1	0.99	26057	15	10219382	10788052	10660971	12042445	8110931	9309109	10494985	4489329	14306109	7211116	10197514	10151179	10208781	9015012	9650488
F4287	80.0513	106.21	103	108.35	864	1652684	0.82	0.76	117	13	27722	456314	144899	32349	0	32256	42152	68062	374820	303618	0	63186	71875	58932	27878
F4288	80.0513	111.29	110.22	114.5	864	1507125	0.82	0.76	147	8	231319	254118	214054	0	0	0	61453	0	366848	24367	0	0	351884	0	28235
F4289	80.0513	117.71	114.77	120.92	864	3634731	0.94	0.9	202	13	418051	376374	389884	111890	62559	447833	85660	214293	506697	206138	0	239664	505172	133489	0
F4291	80.055	836.78	834.08	839.72	868	5391377	1	0.99	449	5	0	0	0	0	967256	0	0	1004128	0	1661435	617454	0	1163115	0	0
F4292	80.3492	912.26	910.39	914.94	871	1748966	1	0.98	183	2	0	886071	0	0	866744	0	0	0	0	0	0	0	0	0	0
F4293	80.3798	581	577.79	582.07	872	4387968	1	0.93	345	14	102017	290194	562121	281186	356334	257925	0	300169	230510	422502	235839	322213	390061	339932	277446
F4294	80.3798	583.94	582.07	587.15	872	5255685	1	0.97	393	14	287468	480279	524410	313871	285577	121470	0	455514	354266	239998	569031	260066	371734	474547	523111
F4295	80.3798	684.81	682.93	687.21	872	2690061	1	1	425	14	333160	161963	203121	169932	150093	207607	0	141813	101227	99461	339468	100461	292403	359894	46464
F4300	80.3811	288.13	286.53	289.74	873	6774639	0.78	0.95	980	15	516156	411021	356525	376644	365469	541298	737411	473995	391928	263929	500857	526888	416177	512885	396456
F4301	80.3811	581.54	578.33	584.74	873	64057826	1	0.96	3547	15	4361125	3525085	4057280	3891850	4458752	4438044	5352255	4549198	3735114	3636653	4994304	4888591	3866134	4334627	3993814
F4302	80.3811	684.81	682.4	687.21	873	19454966	0.84	0.94	1936	15	1393999	1210411	1508401	1339746	1296524	1220419	1256215	1148075	1118088	1108079	1531347	1262599	1408596	1469749	1201718
F4304	100.5296	57.81	54.6	61.02	2198	10841211	0.77	0.97	4	15	665184	489897	685800	699949	996439	915482	507008	994344	506793	1281720	738803	381673	726786	804158	522596
F4305	80.3988	738.85	735.64	742.06	875	4275038	0.96	0.99	21	1	0	0	0	0	0	0	0	0	0	4330218	0	0	0	0	0
F4306	80.4929	346.16	345.09	348.3	879	8076022	1	0.83	1094	14	722702	468463	584090	372134	650308	617256	708986	663772	497169	280313	680574	706028	0	499093	649148
F4307	80.4929	581.54	578.33	584.21	879	4716612	0.84	0.9	320	4	0	1019894	1109303	0	0	1208471	0	0	0	0	1401944	0	0	0	0
F4310	80.4946	345.9	344.02	349.1	881	58191777	1	0.98	6371	15	4371517	4051605	3657166	3715817	3723340	3445138	5399932	4365658	3524839	3463163	4185731	3947945	3247072	3532201	3602706
F4311	176.9362	39.09	37.75	40.16	5309	18492687	1	0.99	3507	15	1422649	1305173	1323397	1243605	1320093	1203807	833567	975087	1307615	916553	968022	1271003	1410408	1557091	1558255
F4312	80.4953	280.64	277.44	283.59	882	6204434	1	0.99	709	8	627810	748305	658585	0	1045196	808506	0	0	0	621617	0	963539	0	0	761386
F4313	80.4966	280.38	277.17	283.59	884	71237201	1	0.99	8137	15	4842735	4226288	4281367	4704000	5159974	4900292	6097651	4838222	4129501	3789262	5640743	5446648	4242689	4697778	4265051
F4314	80.5044	979.92	977.51	983.13	885	3326353	1	0.98	279	1	0	0	0	0	0	0	0	0	0	3348365	0	0	0	0	0
F4317	136.0012	35.35	32.14	38.02	3797	9002026	1	0.92	9	9	1130806	1205002	968367	1017869	976048	806621	0	0	902866	0	0	0	824386	0	1177696
F4325	80.5052	915.2	912.26	916.81	886	1394542	1	0.85	154	4	308163	0	0	0	0	324500	0	0	0	0	332800	0	464405	0	0
F4326	80.5064	914.4	911.73	916.81	887	23932946	1	0.97	2270	10	2411112	1434762	1526545	1214642	1300036	1450219	0	2475258	0	7220637	1943354	0	2976381	0	0
F4327	80.5064	919.48	916.81	921.62	887	8653056	1	0.96	926	10	1118264	422895	255505	404430	255510	239221	0	937068	0	3211082	611213	0	1216868	0	0
F4337	80.5354	36.15	34.01	38.82	891	1108028	1	0.97	30	3	431028	0	0	0	0	0	0	0	236523	0	0	0	0	0	463801
F4338	80.5491	346.43	344.29	348.3	893	1929313	1	0.95	189	4	0	556890	0	0	0	283804	539366	565259	0	0	0	0	0	0	0
F4339	80.5503	346.16	344.02	348.84	894	39021802	1	0.98	4305	15	3032114	2698911	2510598	2332694	2495804	2234398	3637519	2934782	2418884	2220985	2803132	2736041	2067270	2398393	2528750
F4340	80.606	280.11	279.04	281.71	897	1209290	0.8	0.71	300	8	212438	0	109833	233587	49670	177618	114328	0	0	157973	0	0	0	0	164843
F4341	80.606	346.43	344.83	347.77	897	11239593	1	0.95	1524	13	1081409	544494	751670	848652	956252	739078	1327536	844563	0	721958	891228	896475	735873	0	951384
F4342	80.6081	280.38	278.24	283.05	899	20166643	1	0.99	2551	15	1269661	1375122	1272754	1254890	1368518	1361860	1744973	1194105	1333000	918561	1622672	1661819	1294272	1288691	1224745
F4343	80.6159	979.65	978.05	982.59	901	1201748	1	0.93	108	1	0	0	0	0	0	0	0	0	0	1219754	0	0	0	0	0
F4344	136.0082	36.68	33.74	38.29	3798	4137188	0.82	0.98	14	10	284070	0	0	0	0	509594	0	186850	543629	68129	484796	754241	539675	375468	407813
F4361	80.6179	914.13	911.73	916.81	903	4759220	1	0.99	477	4	0	0	0	0	0	0	0	799801	0	2602651	473412	0	903363	0	0
F4362	80.6179	919.48	916.81	921.36	903	1315683	1	0.97	134	4	0	0	0	0	0	0	0	195596	0	995138	40931	0	91275	0	0
F4363	80.7686	346.16	344.29	349.1	904	2158254	1	0.95	329	4	0	0	0	559589	0	0	519223	0	0	0	570648	0	0	419433	0
F4364	80.7699	345.9	344.29	348.84	905	44765487	1	0.97	5050	15	3269318	2779624	3010578	2575921	2961784	2848526	3836304	3365864	2769716	2484391	3353076	3271322	2463758	2789489	3071209
F4365	80.8256	346.16	344.56	348.57	907	29816361	1	0.97	3550	15	2318483	2028383	1916429	1674852	2032671	1980626	2563950	2283163	1846378	1689911	2230613	2241090	1482647	1795816	1831125
F4366	80.8813	346.16	344.83	348.03	908	7123935	1	0.96	1038	11	460221	732962	676104	0	0	544657	849033	785279	571280	464706	761212	0	510503	0	722689
F4367	80.9462	40.43	39.09	42.03	909	1685989	1	0.99	285	5	0	0	0	128475	194016	0	376259	446174	0	560611	0	0	0	0	0
F4369	176.9743	44.97	41.76	48.18	5313	12277560	1	0.95	867	11	1377560	0	881007	1020482	1417002	969913	1151178	806727	1333941	1142090	1481651	0	0	0	905841
F4382	176.9976	51.39	49.52	52.99	5318	7375249	1	0.99	1266	8	0	511739	622522	628666	676792	653685	0	0	2121248	0	0	637141	0	1537456	0
F4383	80.9485	40.43	37.22	43.64	911	697765453	1	0.99	320	15	39074804	66940580	69944751	69351858	70217109	69245800	136668040	96676846	101557081	105931850	101997023	41983201	46326964	34950746	29785689
F4386	177.0072	45.51	43.1	48.72	5319	257479975	1	0.97	20	15	8931334	16870209	17281946	16172804	16577512	16140027	25045242	19522109	9418804	19352166	22874365	20537000	16432728	19015433	15941800
F4387	177.0217	667.67	665.27	670.9	5320	28635123	1	0.98	2542	14	866037	1923463	2106442	2041340	1951101	1892029	0	1578394	885190	5534186	1066019	1540468	559080	5872898	840476
F4388	177.0248	35.61	33.47	37.22	5321	3802919	1	0.95	44	15	439186	707239	262217	148363	262675	61280	203724	163016	511998	89214	166392	143240	215446	209900	234029
F4389	177.0248	40.96	39.09	42.57	5321	29634434	1	0.96	294	15	3329580	2226337	2524044	2145956	2209816	2224492	1065387	1342629	3958952	1458866	1637247	1486369	1386510	1314639	1337610
F4390	100.5337	59.68	57.81	62.35	2201	3915169	0.72	0.77	3	15	271950	263508	189083	294051	312733	251442	211591	334991	159725	370613	214974	299974	303710	238444	262703
F4402	177.0332	46.84	43.64	49.79	5322	3709808	1	0.99	41	9	0	0	0	437192	510789	0	107617	150197	0	312685	111788	568800	929442	633173	0
F4403	177.0332	54.06	50.86	57.27	5322	3613068	1	0.92	38	7	0	0	0	127187	0	0	1289368	105822	0	441259	448592	639594	573651	0	0
F4404	177.0332	89.1	85.89	92.04	5322	2247760	1	0.96	17	6	0	0	0	440128	0	0	685719	0	0	91600	432193	395746	226676	0	0
F4405	177.0332	111.03	107.82	113.43	5322	1207482	0.89	0.85	18	6	0	0	0	280482	0	0	209404	87958	0	0	240148	302734	124645	0	0
F4406	177.0332	160.77	157.56	162.37	5322	1249357	0.89	0.81	103	5	0	0	0	107715	0	0	752851	0	0	43919	351610	25975	0	0	0
F4407	177.0395	52.19	50.86	54.33	5323	64982005	1	0.93	13309	12	8028612	4299344	3691612	3608554	4245176	4113179	0	0	14049779	1300691	0	4217518	2502009	8317653	6621878
F4408	177.051	544.1	542.22	546.77	5325	6648537	1	0.82	374	13	0	497310	688761	754898	429639	411182	0	170098	797554	425176	671355	305620	607606	465538	441800
F4409	177.051	667.41	665	670.61	5325	19021386	1	0.97	1618	13	0	1376639	1510500	1630066	1293299	1255560	0	1148377	576423	3580990	571437	1287969	693279	3586127	532720
F4412	100.7586	38.55	37.48	39.89	2205	3468818	1	0.99	1009	4	0	0	0	0	0	0	1252400	906816	0	988108	632301	0	0	0	0
F4413	100.9174	40.43	39.09	41.76	2206	12331422	1	0.99	2219	15	733112	886498	963286	1019436	995857	965509	636503	576212	1387187	694757	774252	713669	741030	707692	547422
F4454	136.0483	42.83	41.23	43.64	3804	1214102	1	0.95	141	9	143701	0	115943	223997	123272	105714	33119	0	370690	40004	67662	0	0	0	0
F4455	136.0483	47.38	44.7	50.59	3804	31759577	1	0.98	1781	15	2717307	2109657	2370681	2676310	2765530	2593695	975229	1170304	2235498	1294993	1176386	2756858	2522006	2367405	2080745
F4456	136.0492	41.5	39.89	42.83	3805	557963	1	0.96	101	3	0	0	0	0	0	0	0	154956	0	0	0	197748	0	230086	0
F4459	100.9568	867.32	865.72	868.66	2207	2340837	0.71	0.89	3	12	159058	0	177793	201722	0	163766	261795	345852	50641	0	152861	120380	239068	153235	276055
F4463	100.9568	900.23	897.82	901.3	2207	2725613	0.71	0.85	3	12	280263	0	217948	142958	0	121503	223001	283509	78718	0	204162	414804	293938	238646	217142
F4465	100.9568	906.38	904.24	907.45	2207	1944941	0.73	0.84	3	12	37520	0	150399	64920	0	178227	112803	171166	197316	0	113995	373241	130567	148207	182067
F4468	100.9568	977.78	976.98	979.12	2207	949543	0.72	0.98	9	10	0	0	145721	86360	0	119617	85819	59501	171253	0	111382	76821	52999	69402	0
F4471	100.9885	42.03	40.16	44.44	2208	14879338	1	0.94	759	15	1068298	878004	882801	1050909	923931	1186121	1202496	694407	1321550	1157254	1290566	769299	765702	596526	1108474
F4472	100.9914	51.66	49.52	53.26	2209	1110701	1	1	172	2	0	0	0	0	0	0	0	0	568653	0	0	0	0	548981	0
F4473	101.02	35.88	33.47	38.02	2210	10174044	1	0.93	81	14	975264	1041938	742504	759237	810034	527856	468149	330541	1068841	279247	675075	0	709592	601219	1202547
